,accepted_species,Assigned_group,number_of_species_in_group
1138,Alstonia congensis,CON,102
1138,Alstonia congensis,EQG,31
1138,Alstonia congensis,GAB,99
1138,Alstonia congensis,GNB,48
1138,Alstonia congensis,GUI,89
1138,Alstonia congensis,LBR,77
1138,Alstonia congensis,NGA,116
1138,Alstonia congensis,ZAI,136
1139,Alstonia lanceolata,NWC,49
1140,Alstonia venenata,IND,142
1141,Gardneria nutans,CHC,226
1141,Gardneria nutans,CHS,179
1141,Gardneria nutans,JAP,66
1141,Gardneria nutans,KOR,45
1141,Gardneria nutans,NNS,47
1141,Gardneria nutans,TAI,89
1142,Alstonia angustifolia,BOR,100
1142,Alstonia angustifolia,MLY,152
1142,Alstonia angustifolia,SUM,99
1143,Alstonia odontophora,NWC,49
1144,Alstonia spectabilis,BIS,22
1144,Alstonia spectabilis,JAW,102
1144,Alstonia spectabilis,LSI,50
1144,Alstonia spectabilis,MOL,49
1144,Alstonia spectabilis,NTA,27
1144,Alstonia spectabilis,NWG,69
1144,Alstonia spectabilis,PHI,93
1144,Alstonia spectabilis,QLD,56
1144,Alstonia spectabilis,SOL,30
1144,Alstonia spectabilis,SUL,63
1144,Alstonia spectabilis,WAU,16
1145,Alstonia lenormandii,NWC,49
1146,Alstonia boonei,BEN,73
1146,Alstonia boonei,CAB,37
1146,Alstonia boonei,CAF,95
1146,Alstonia boonei,CMN,125
1146,Alstonia boonei,CON,102
1146,Alstonia boonei,EQG,31
1146,Alstonia boonei,ETH,47
1146,Alstonia boonei,GAB,99
1146,Alstonia boonei,GAM,29
1146,Alstonia boonei,GHA,85
1146,Alstonia boonei,GNB,48
1146,Alstonia boonei,GUI,89
1146,Alstonia boonei,IVO,93
1146,Alstonia boonei,LBR,77
1146,Alstonia boonei,NGA,116
1146,Alstonia boonei,SEN,55
1146,Alstonia boonei,SIE,73
1146,Alstonia boonei,SUD,72
1146,Alstonia boonei,TAN,109
1146,Alstonia boonei,TOG,51
1146,Alstonia boonei,UGA,76
1146,Alstonia boonei,ZAI,136
1147,Gardneria angustifolia,ASS,118
1147,Gardneria angustifolia,BAN,125
1147,Gardneria angustifolia,CHC,226
1147,Gardneria angustifolia,EHM,114
1147,Gardneria angustifolia,NEP,108
1147,Gardneria angustifolia,WHM,82
1148,Alstonia coriacea,NWC,49
1149,Alstonia penangiana,MLY,152
1150,Alstonia rostrata,CBD,139
1150,Alstonia rostrata,CHC,226
1150,Alstonia rostrata,CHH,84
1150,Alstonia rostrata,LAO,120
1150,Alstonia rostrata,MLY,152
1150,Alstonia rostrata,MYA,174
1150,Alstonia rostrata,SUM,99
1150,Alstonia rostrata,THA,205
1150,Alstonia rostrata,VIE,201
1151,Alstonia boulindaensis,NWC,49
1152,Alstonia quaternata,NWC,49
1153,Melanopsidium nigrum,BZE,101
1153,Melanopsidium nigrum,BZL,109
1154,Salzmannia nitida,BZE,101
1155,Alstonia lanceolifera,NWC,49
1156,Gardneria multiflora,CHC,226
1156,Gardneria multiflora,CHN,69
1156,Gardneria multiflora,CHS,179
1156,Gardneria multiflora,JAP,66
1156,Gardneria multiflora,TAI,89
1157,Rothmannia longiflora,ANG,77
1157,Rothmannia longiflora,BEN,73
1157,Rothmannia longiflora,BKN,46
1157,Rothmannia longiflora,BUR,41
1157,Rothmannia longiflora,CAB,37
1157,Rothmannia longiflora,CAF,95
1157,Rothmannia longiflora,CMN,125
1157,Rothmannia longiflora,CON,102
1157,Rothmannia longiflora,GAB,99
1157,Rothmannia longiflora,GAM,29
1157,Rothmannia longiflora,GGI,33
1157,Rothmannia longiflora,GHA,85
1157,Rothmannia longiflora,GNB,48
1157,Rothmannia longiflora,GUI,89
1157,Rothmannia longiflora,IVO,93
1157,Rothmannia longiflora,KEN,85
1157,Rothmannia longiflora,LBR,77
1157,Rothmannia longiflora,MLW,70
1157,Rothmannia longiflora,NGA,116
1157,Rothmannia longiflora,SIE,73
1157,Rothmannia longiflora,SUD,72
1157,Rothmannia longiflora,TAN,109
1157,Rothmannia longiflora,TOG,51
1157,Rothmannia longiflora,UGA,76
1157,Rothmannia longiflora,ZAI,136
1158,Alstonia macrophylla,AND,62
1158,Alstonia macrophylla,BOR,100
1158,Alstonia macrophylla,CBD,139
1158,Alstonia macrophylla,CHC,226
1158,Alstonia macrophylla,CHS,179
1158,Alstonia macrophylla,MLY,152
1158,Alstonia macrophylla,MOL,49
1158,Alstonia macrophylla,NCB,44
1158,Alstonia macrophylla,NWG,69
1158,Alstonia macrophylla,PHI,93
1158,Alstonia macrophylla,SRL,92
1158,Alstonia macrophylla,SUM,99
1158,Alstonia macrophylla,THA,205
1158,Alstonia macrophylla,VIE,201
1159,Gardneria ovata,ASS,118
1159,Gardneria ovata,BAN,125
1159,Gardneria ovata,CHC,226
1159,Gardneria ovata,CHS,179
1159,Gardneria ovata,CHT,73
1159,Gardneria ovata,IND,142
1159,Gardneria ovata,JAW,102
1159,Gardneria ovata,LAO,120
1159,Gardneria ovata,MLY,152
1159,Gardneria ovata,MYA,174
1159,Gardneria ovata,SRL,92
1159,Gardneria ovata,SUM,99
1159,Gardneria ovata,THA,205
1159,Gardneria ovata,VIE,201
1160,Alstonia angustiloba,BOR,100
1160,Alstonia angustiloba,JAW,102
1160,Alstonia angustiloba,MLY,152
1160,Alstonia angustiloba,SUM,99
1160,Alstonia angustiloba,THA,205
1161,Alstonia yunnanensis,CHC,226
1161,Alstonia yunnanensis,CHS,179
1162,Alstonia spatulata,BOR,100
1162,Alstonia spatulata,CBD,139
1162,Alstonia spatulata,JAW,102
1162,Alstonia spatulata,MLY,152
1162,Alstonia spatulata,MYA,174
1162,Alstonia spatulata,NWG,69
1162,Alstonia spatulata,SUM,99
1162,Alstonia spatulata,THA,205
1162,Alstonia spatulata,VIE,201
1163,Mitragyna rubrostipulata,BUR,41
1163,Mitragyna rubrostipulata,ETH,47
1163,Mitragyna rubrostipulata,KEN,85
1163,Mitragyna rubrostipulata,MLW,70
1163,Mitragyna rubrostipulata,MOZ,82
1163,Mitragyna rubrostipulata,RWA,34
1163,Mitragyna rubrostipulata,TAN,109
1163,Mitragyna rubrostipulata,UGA,76
1163,Mitragyna rubrostipulata,ZAI,136
1164,Mitragyna hirsuta,CBD,139
1164,Mitragyna hirsuta,CHC,226
1164,Mitragyna hirsuta,LAO,120
1164,Mitragyna hirsuta,MYA,174
1164,Mitragyna hirsuta,THA,205
1164,Mitragyna hirsuta,VIE,201
1165,Mitragyna speciosa,BOR,100
1165,Mitragyna speciosa,CBD,139
1165,Mitragyna speciosa,MLY,152
1165,Mitragyna speciosa,NWG,69
1165,Mitragyna speciosa,PHI,93
1165,Mitragyna speciosa,SUM,99
1165,Mitragyna speciosa,THA,205
1166,Anthocleista nobilis,ANG,77
1166,Anthocleista nobilis,CAF,95
1166,Anthocleista nobilis,CON,102
1166,Anthocleista nobilis,GGI,33
1166,Anthocleista nobilis,GHA,85
1166,Anthocleista nobilis,GUI,89
1166,Anthocleista nobilis,IVO,93
1166,Anthocleista nobilis,LBR,77
1166,Anthocleista nobilis,MLI,41
1166,Anthocleista nobilis,SEN,55
1166,Anthocleista nobilis,SIE,73
1167,Prismatomeris fragrans,AND,62
1167,Prismatomeris fragrans,LAO,120
1167,Prismatomeris fragrans,THA,205
1167,Prismatomeris fragrans,VIE,201
1168,Anthocleista grandiflora,BUR,41
1168,Anthocleista grandiflora,CMN,125
1168,Anthocleista grandiflora,COM,20
1168,Anthocleista grandiflora,CPV,15
1168,Anthocleista grandiflora,KEN,85
1168,Anthocleista grandiflora,MLW,70
1168,Anthocleista grandiflora,MOZ,82
1168,Anthocleista grandiflora,RWA,34
1168,Anthocleista grandiflora,SUD,72
1168,Anthocleista grandiflora,SWZ,34
1168,Anthocleista grandiflora,TAN,109
1168,Anthocleista grandiflora,TVL,47
1168,Anthocleista grandiflora,UGA,76
1168,Anthocleista grandiflora,ZAI,136
1168,Anthocleista grandiflora,ZAM,68
1168,Anthocleista grandiflora,ZIM,63
1169,Prismatomeris sessiliflora,CBD,139
1169,Prismatomeris sessiliflora,LAO,120
1169,Prismatomeris sessiliflora,THA,205
1169,Prismatomeris sessiliflora,VIE,201
1170,Halenia elliptica,ASS,118
1170,Halenia elliptica,CHC,226
1170,Halenia elliptica,CHI,42
1170,Halenia elliptica,CHM,29
1170,Halenia elliptica,CHN,69
1170,Halenia elliptica,CHQ,33
1170,Halenia elliptica,CHS,179
1170,Halenia elliptica,CHT,73
1170,Halenia elliptica,CHX,28
1170,Halenia elliptica,EHM,114
1170,Halenia elliptica,KAZ,37
1170,Halenia elliptica,KGZ,27
1170,Halenia elliptica,MYA,174
1170,Halenia elliptica,NEP,108
1170,Halenia elliptica,WHM,82
1171,Anthocleista djalonensis,BEN,73
1171,Anthocleista djalonensis,BKN,46
1171,Anthocleista djalonensis,CAF,95
1171,Anthocleista djalonensis,CHA,37
1171,Anthocleista djalonensis,CMN,125
1171,Anthocleista djalonensis,GHA,85
1171,Anthocleista djalonensis,GNB,48
1171,Anthocleista djalonensis,GUI,89
1171,Anthocleista djalonensis,IVO,93
1171,Anthocleista djalonensis,LBR,77
1171,Anthocleista djalonensis,NGA,116
1171,Anthocleista djalonensis,SEN,55
1171,Anthocleista djalonensis,SIE,73
1171,Anthocleista djalonensis,TOG,51
1172,Anthocleista procera,BKN,46
1172,Anthocleista procera,GAM,29
1172,Anthocleista procera,GNB,48
1172,Anthocleista procera,GUI,89
1172,Anthocleista procera,IVO,93
1172,Anthocleista procera,LBR,77
1172,Anthocleista procera,MLI,41
1172,Anthocleista procera,NGA,116
1172,Anthocleista procera,SEN,55
1172,Anthocleista procera,SIE,73
1173,Halenia elata,CLM,138
1174,Halenia corniculata,ALT,29
1174,Halenia corniculata,AMU,16
1174,Halenia corniculata,BRY,24
1174,Halenia corniculata,CHI,42
1174,Halenia corniculata,CHM,29
1174,Halenia corniculata,CHN,69
1174,Halenia corniculata,CTA,20
1174,Halenia corniculata,IRK,20
1174,Halenia corniculata,JAP,66
1174,Halenia corniculata,KAM,10
1174,Halenia corniculata,KAZ,37
1174,Halenia corniculata,KHA,20
1174,Halenia corniculata,KOR,45
1174,Halenia corniculata,KRA,24
1174,Halenia corniculata,KUR,9
1174,Halenia corniculata,MAG,10
1174,Halenia corniculata,MON,29
1174,Halenia corniculata,PRM,22
1174,Halenia corniculata,RUE,25
1174,Halenia corniculata,SAK,8
1174,Halenia corniculata,TVA,18
1174,Halenia corniculata,WSB,32
1174,Halenia corniculata,YAK,16
1175,Anthocleista vogelii,ANG,77
1175,Anthocleista vogelii,BEN,73
1175,Anthocleista vogelii,CAF,95
1175,Anthocleista vogelii,CMN,125
1175,Anthocleista vogelii,CON,102
1175,Anthocleista vogelii,GAB,99
1175,Anthocleista vogelii,GHA,85
1175,Anthocleista vogelii,GNB,48
1175,Anthocleista vogelii,GUI,89
1175,Anthocleista vogelii,IVO,93
1175,Anthocleista vogelii,KEN,85
1175,Anthocleista vogelii,LBR,77
1175,Anthocleista vogelii,NGA,116
1175,Anthocleista vogelii,SIE,73
1175,Anthocleista vogelii,SUD,72
1175,Anthocleista vogelii,TAN,109
1175,Anthocleista vogelii,UGA,76
1175,Anthocleista vogelii,ZAI,136
1175,Anthocleista vogelii,ZAM,68
1176,Mitragyna ciliata,CAB,37
1176,Mitragyna ciliata,CAF,95
1176,Mitragyna ciliata,CMN,125
1176,Mitragyna ciliata,CON,102
1176,Mitragyna ciliata,EQG,31
1176,Mitragyna ciliata,GAB,99
1176,Mitragyna ciliata,GAM,29
1176,Mitragyna ciliata,GGI,33
1176,Mitragyna ciliata,GHA,85
1176,Mitragyna ciliata,GUI,89
1176,Mitragyna ciliata,IVO,93
1176,Mitragyna ciliata,LBR,77
1176,Mitragyna ciliata,NGA,116
1176,Mitragyna ciliata,SIE,73
1176,Mitragyna ciliata,ZAI,136
1177,Wendlandia formosana,CHC,226
1177,Wendlandia formosana,CHS,179
1177,Wendlandia formosana,NNS,47
1177,Wendlandia formosana,TAI,89
1177,Wendlandia formosana,VIE,201
1178,Carissa spinarum,ALD,3
1178,Carissa spinarum,AND,62
1178,Carissa spinarum,ANG,77
1178,Carissa spinarum,BAN,125
1178,Carissa spinarum,BEN,73
1178,Carissa spinarum,BKN,46
1178,Carissa spinarum,BOT,24
1178,Carissa spinarum,BUR,41
1178,Carissa spinarum,CAF,95
1178,Carissa spinarum,CBD,139
1178,Carissa spinarum,CHA,37
1178,Carissa spinarum,CHC,226
1178,Carissa spinarum,CMN,125
1178,Carissa spinarum,COM,20
1178,Carissa spinarum,CON,102
1178,Carissa spinarum,CPV,15
1178,Carissa spinarum,CVI,4
1178,Carissa spinarum,DJI,14
1178,Carissa spinarum,EGY,15
1178,Carissa spinarum,EHM,114
1178,Carissa spinarum,ERI,21
1178,Carissa spinarum,ETH,47
1178,Carissa spinarum,GHA,85
1178,Carissa spinarum,GNB,48
1178,Carissa spinarum,GUI,89
1178,Carissa spinarum,IND,142
1178,Carissa spinarum,IVO,93
1178,Carissa spinarum,KEN,85
1178,Carissa spinarum,LAO,120
1178,Carissa spinarum,MAU,6
1178,Carissa spinarum,MDG,65
1178,Carissa spinarum,MLI,41
1178,Carissa spinarum,MLW,70
1178,Carissa spinarum,MOZ,82
1178,Carissa spinarum,MYA,174
1178,Carissa spinarum,NAM,20
1178,Carissa spinarum,NCB,44
1178,Carissa spinarum,NEP,108
1178,Carissa spinarum,NGA,116
1178,Carissa spinarum,NSW,18
1178,Carissa spinarum,NTA,27
1178,Carissa spinarum,NWC,49
1178,Carissa spinarum,NWG,69
1178,Carissa spinarum,OMA,20
1178,Carissa spinarum,PAK,61
1178,Carissa spinarum,QLD,56
1178,Carissa spinarum,REU,7
1178,Carissa spinarum,ROD,2
1178,Carissa spinarum,RWA,34
1178,Carissa spinarum,SAU,28
1178,Carissa spinarum,SEN,55
1178,Carissa spinarum,SEY,6
1178,Carissa spinarum,SOC,11
1178,Carissa spinarum,SOM,34
1178,Carissa spinarum,SRL,92
1178,Carissa spinarum,SUD,72
1178,Carissa spinarum,TAN,109
1178,Carissa spinarum,THA,205
1178,Carissa spinarum,TOG,51
1178,Carissa spinarum,TVL,47
1178,Carissa spinarum,UGA,76
1178,Carissa spinarum,VIE,201
1178,Carissa spinarum,WAU,16
1178,Carissa spinarum,WHM,82
1178,Carissa spinarum,YEM,27
1178,Carissa spinarum,ZAI,136
1178,Carissa spinarum,ZAM,68
1178,Carissa spinarum,ZIM,63
1179,Carissa carandas,BAN,125
1179,Carissa carandas,IND,142
1180,Coffea benghalensis,ASS,118
1180,Coffea benghalensis,BAN,125
1180,Coffea benghalensis,EHM,114
1180,Coffea benghalensis,IND,142
1180,Coffea benghalensis,MYA,174
1180,Coffea benghalensis,NEP,108
1180,Coffea benghalensis,THA,205
1180,Coffea benghalensis,VIE,201
1181,Coelospermum balansanum,NWC,49
1182,Coffea charrieriana,CMN,125
1183,Parepigynum funingense,CHC,226
1183,Parepigynum funingense,VIE,201
1184,Oxyanthus pallidus,ANG,77
1184,Oxyanthus pallidus,CAF,95
1184,Oxyanthus pallidus,CMN,125
1184,Oxyanthus pallidus,CON,102
1184,Oxyanthus pallidus,GAB,99
1184,Oxyanthus pallidus,GHA,85
1184,Oxyanthus pallidus,GUI,89
1184,Oxyanthus pallidus,IVO,93
1184,Oxyanthus pallidus,LBR,77
1184,Oxyanthus pallidus,SIE,73
1184,Oxyanthus pallidus,ZAI,136
1185,Stenostomum acutatum,ARU,6
1185,Stenostomum acutatum,DOM,34
1185,Stenostomum acutatum,LEE,32
1185,Stenostomum acutatum,NLA,7
1185,Stenostomum acutatum,PUE,28
1185,Stenostomum acutatum,WIN,30
1186,Caralluma plicatiloba,SAU,28
1186,Caralluma plicatiloba,YEM,27
1187,Caralluma stalagmifera,IND,142
1188,Oxyanthus speciosus,ANG,77
1188,Oxyanthus speciosus,BEN,73
1188,Oxyanthus speciosus,BUR,41
1188,Oxyanthus speciosus,CAB,37
1188,Oxyanthus speciosus,CAF,95
1188,Oxyanthus speciosus,CMN,125
1188,Oxyanthus speciosus,CON,102
1188,Oxyanthus speciosus,CPP,33
1188,Oxyanthus speciosus,ETH,47
1188,Oxyanthus speciosus,GAB,99
1188,Oxyanthus speciosus,GAM,29
1188,Oxyanthus speciosus,GGI,33
1188,Oxyanthus speciosus,GHA,85
1188,Oxyanthus speciosus,GNB,48
1188,Oxyanthus speciosus,GUI,89
1188,Oxyanthus speciosus,IVO,93
1188,Oxyanthus speciosus,KEN,85
1188,Oxyanthus speciosus,LBR,77
1188,Oxyanthus speciosus,MLW,70
1188,Oxyanthus speciosus,MOZ,82
1188,Oxyanthus speciosus,NAT,45
1188,Oxyanthus speciosus,NGA,116
1188,Oxyanthus speciosus,RWA,34
1188,Oxyanthus speciosus,SEN,55
1188,Oxyanthus speciosus,SIE,73
1188,Oxyanthus speciosus,SUD,72
1188,Oxyanthus speciosus,SWZ,34
1188,Oxyanthus speciosus,TAN,109
1188,Oxyanthus speciosus,TOG,51
1188,Oxyanthus speciosus,TVL,47
1188,Oxyanthus speciosus,UGA,76
1188,Oxyanthus speciosus,ZAI,136
1188,Oxyanthus speciosus,ZAM,68
1188,Oxyanthus speciosus,ZIM,63
1189,Sarcolobus globosus,AND,62
1189,Sarcolobus globosus,BAN,125
1189,Sarcolobus globosus,BOR,100
1189,Sarcolobus globosus,IND,142
1189,Sarcolobus globosus,JAW,102
1189,Sarcolobus globosus,LAO,120
1189,Sarcolobus globosus,LSI,50
1189,Sarcolobus globosus,MLY,152
1189,Sarcolobus globosus,MOL,49
1189,Sarcolobus globosus,MYA,174
1189,Sarcolobus globosus,NCB,44
1189,Sarcolobus globosus,NWG,69
1189,Sarcolobus globosus,PHI,93
1189,Sarcolobus globosus,SUL,63
1189,Sarcolobus globosus,SUM,99
1189,Sarcolobus globosus,THA,205
1189,Sarcolobus globosus,VIE,201
1190,Stenostomum portoricense,PUE,28
1191,Mascarenhasia arborescens,COM,20
1191,Mascarenhasia arborescens,KEN,85
1191,Mascarenhasia arborescens,MDG,65
1191,Mascarenhasia arborescens,MLW,70
1191,Mascarenhasia arborescens,MOZ,82
1191,Mascarenhasia arborescens,TAN,109
1191,Mascarenhasia arborescens,ZAI,136
1191,Mascarenhasia arborescens,ZIM,63
1192,Stapelia gigantea,BOT,24
1192,Stapelia gigantea,MLW,70
1192,Stapelia gigantea,MOZ,82
1192,Stapelia gigantea,NAT,45
1192,Stapelia gigantea,SWZ,34
1192,Stapelia gigantea,TVL,47
1192,Stapelia gigantea,ZAM,68
1192,Stapelia gigantea,ZIM,63
1193,Stapelia hirsuta,CPP,33
1193,Stapelia hirsuta,NAM,20
1194,Vincetoxicum japonicum,JAP,66
1194,Vincetoxicum japonicum,KOR,45
1195,Vincetoxicum mongolicum,CHC,226
1195,Vincetoxicum mongolicum,CHI,42
1195,Vincetoxicum mongolicum,CHN,69
1195,Vincetoxicum mongolicum,CHQ,33
1195,Vincetoxicum mongolicum,MON,29
1196,Vincetoxicum polyanthum,NSW,18
1196,Vincetoxicum polyanthum,NTA,27
1196,Vincetoxicum polyanthum,QLD,56
1197,Vincetoxicum scandens,IRN,40
1197,Vincetoxicum scandens,KRY,28
1197,Vincetoxicum scandens,NCS,32
1197,Vincetoxicum scandens,RUE,25
1197,Vincetoxicum scandens,RUS,26
1197,Vincetoxicum scandens,TCS,37
1197,Vincetoxicum scandens,TUR,47
1197,Vincetoxicum scandens,UKR,39
1198,Diplospora fruticosa,CHC,226
1198,Diplospora fruticosa,CHS,179
1198,Diplospora fruticosa,CHT,73
1198,Diplospora fruticosa,VIE,201
1199,Saprosma scortechinii,MLY,152
1200,Vincetoxicum ascyrifolium,CHM,29
1200,Vincetoxicum ascyrifolium,CHN,69
1200,Vincetoxicum ascyrifolium,CHS,179
1200,Vincetoxicum ascyrifolium,JAP,66
1200,Vincetoxicum ascyrifolium,KHA,20
1200,Vincetoxicum ascyrifolium,KOR,45
1200,Vincetoxicum ascyrifolium,PRM,22
1201,Vincetoxicum amplexicaule,CHC,226
1201,Vincetoxicum amplexicaule,CHI,42
1201,Vincetoxicum amplexicaule,CHM,29
1201,Vincetoxicum amplexicaule,CHN,69
1201,Vincetoxicum amplexicaule,CHS,179
1201,Vincetoxicum amplexicaule,JAP,66
1201,Vincetoxicum amplexicaule,KHA,20
1201,Vincetoxicum amplexicaule,KOR,45
1201,Vincetoxicum amplexicaule,PRM,22
1202,Voacanga africana,ANG,77
1202,Voacanga africana,BEN,73
1202,Voacanga africana,BKN,46
1202,Voacanga africana,BUR,41
1202,Voacanga africana,CAB,37
1202,Voacanga africana,CAF,95
1202,Voacanga africana,CMN,125
1202,Voacanga africana,CON,102
1202,Voacanga africana,GAB,99
1202,Voacanga africana,GAM,29
1202,Voacanga africana,GGI,33
1202,Voacanga africana,GHA,85
1202,Voacanga africana,GNB,48
1202,Voacanga africana,GUI,89
1202,Voacanga africana,IVO,93
1202,Voacanga africana,KEN,85
1202,Voacanga africana,LBR,77
1202,Voacanga africana,MLI,41
1202,Voacanga africana,MLW,70
1202,Voacanga africana,MOZ,82
1202,Voacanga africana,NGA,116
1202,Voacanga africana,SEN,55
1202,Voacanga africana,SIE,73
1202,Voacanga africana,SUD,72
1202,Voacanga africana,TAN,109
1202,Voacanga africana,TOG,51
1202,Voacanga africana,UGA,76
1202,Voacanga africana,ZAI,136
1202,Voacanga africana,ZAM,68
1202,Voacanga africana,ZIM,63
1203,Tricalysia okelensis,BEN,73
1203,Tricalysia okelensis,BKN,46
1203,Tricalysia okelensis,CAF,95
1203,Tricalysia okelensis,CHA,37
1203,Tricalysia okelensis,CMN,125
1203,Tricalysia okelensis,CON,102
1203,Tricalysia okelensis,GHA,85
1203,Tricalysia okelensis,GUI,89
1203,Tricalysia okelensis,IVO,93
1203,Tricalysia okelensis,MLI,41
1203,Tricalysia okelensis,NGA,116
1203,Tricalysia okelensis,SEN,55
1203,Tricalysia okelensis,SIE,73
1203,Tricalysia okelensis,SUD,72
1203,Tricalysia okelensis,TOG,51
1203,Tricalysia okelensis,ZAI,136
1204,Voacanga thouarsii,ANG,77
1204,Voacanga thouarsii,BKN,46
1204,Voacanga thouarsii,CAF,95
1204,Voacanga thouarsii,CMN,125
1204,Voacanga thouarsii,CON,102
1204,Voacanga thouarsii,CPP,33
1204,Voacanga thouarsii,GAB,99
1204,Voacanga thouarsii,GAM,29
1204,Voacanga thouarsii,GHA,85
1204,Voacanga thouarsii,GNB,48
1204,Voacanga thouarsii,GUI,89
1204,Voacanga thouarsii,IVO,93
1204,Voacanga thouarsii,KEN,85
1204,Voacanga thouarsii,LBR,77
1204,Voacanga thouarsii,MDG,65
1204,Voacanga thouarsii,MLI,41
1204,Voacanga thouarsii,MLW,70
1204,Voacanga thouarsii,MOZ,82
1204,Voacanga thouarsii,NAT,45
1204,Voacanga thouarsii,NGA,116
1204,Voacanga thouarsii,SEN,55
1204,Voacanga thouarsii,SIE,73
1204,Voacanga thouarsii,SUD,72
1204,Voacanga thouarsii,TAN,109
1204,Voacanga thouarsii,UGA,76
1204,Voacanga thouarsii,ZAI,136
1204,Voacanga thouarsii,ZAM,68
1204,Voacanga thouarsii,ZIM,63
1205,Voacanga chalotiana,ANG,77
1205,Voacanga chalotiana,CON,102
1205,Voacanga chalotiana,GAB,99
1205,Voacanga chalotiana,SUD,72
1205,Voacanga chalotiana,ZAI,136
1206,Ophiorrhiza filistipula,JAW,102
1206,Ophiorrhiza filistipula,SUM,99
1207,Amsonia ciliata,ALA,18
1207,Amsonia ciliata,ARK,14
1207,Amsonia ciliata,FLA,25
1207,Amsonia ciliata,GEO,16
1207,Amsonia ciliata,MSO,13
1207,Amsonia ciliata,NCA,16
1207,Amsonia ciliata,OKL,13
1207,Amsonia ciliata,SCA,15
1207,Amsonia ciliata,TEX,27
1208,Ophiorrhiza kuroiwae,NNS,47
1208,Ophiorrhiza kuroiwae,PHI,93
1208,Ophiorrhiza kuroiwae,TAI,89
1209,Ophiorrhiza longiflora,BOR,100
1209,Ophiorrhiza longiflora,JAW,102
1209,Ophiorrhiza longiflora,SUM,99
1210,Amsonia grandiflora,ARI,22
1210,Amsonia grandiflora,MXE,55
1210,Amsonia grandiflora,MXN,37
1211,Ophiorrhiza pectinata,IND,142
1211,Ophiorrhiza pectinata,SRL,92
1212,Ophiorrhiza rosea,ASS,118
1212,Ophiorrhiza rosea,CHC,226
1212,Ophiorrhiza rosea,CHT,73
1212,Ophiorrhiza rosea,EHM,114
1212,Ophiorrhiza rosea,MLY,152
1212,Ophiorrhiza rosea,MYA,174
1212,Ophiorrhiza rosea,THA,205
1213,Amsonia tabernaemontana,ALA,18
1213,Amsonia tabernaemontana,ARK,14
1213,Amsonia tabernaemontana,DEL,9
1213,Amsonia tabernaemontana,GEO,16
1213,Amsonia tabernaemontana,ILL,17
1213,Amsonia tabernaemontana,INI,13
1213,Amsonia tabernaemontana,IOW,10
1213,Amsonia tabernaemontana,KAN,10
1213,Amsonia tabernaemontana,KTY,14
1213,Amsonia tabernaemontana,LOU,16
1213,Amsonia tabernaemontana,MSO,13
1213,Amsonia tabernaemontana,NCA,16
1213,Amsonia tabernaemontana,NEV,20
1213,Amsonia tabernaemontana,OKL,13
1213,Amsonia tabernaemontana,PEN,13
1213,Amsonia tabernaemontana,SCA,15
1213,Amsonia tabernaemontana,TEN,14
1213,Amsonia tabernaemontana,TEX,27
1213,Amsonia tabernaemontana,VRG,15
1214,Ophiorrhiza rugosa,ASS,118
1214,Ophiorrhiza rugosa,BAN,125
1214,Ophiorrhiza rugosa,CBD,139
1214,Ophiorrhiza rugosa,CHC,226
1214,Ophiorrhiza rugosa,CHT,73
1214,Ophiorrhiza rugosa,EHM,114
1214,Ophiorrhiza rugosa,IND,142
1214,Ophiorrhiza rugosa,MLY,152
1214,Ophiorrhiza rugosa,MYA,174
1214,Ophiorrhiza rugosa,NEP,108
1214,Ophiorrhiza rugosa,SRL,92
1214,Ophiorrhiza rugosa,THA,205
1214,Ophiorrhiza rugosa,VIE,201
1215,Ophiorrhiza nutans,ASS,118
1215,Ophiorrhiza nutans,CHC,226
1215,Ophiorrhiza nutans,CHT,73
1215,Ophiorrhiza nutans,EHM,114
1215,Ophiorrhiza nutans,MYA,174
1215,Ophiorrhiza nutans,NEP,108
1216,Ophiorrhiza pumila,CHC,226
1216,Ophiorrhiza pumila,CHH,84
1216,Ophiorrhiza pumila,CHS,179
1216,Ophiorrhiza pumila,JAP,66
1216,Ophiorrhiza pumila,NNS,47
1216,Ophiorrhiza pumila,TAI,89
1216,Ophiorrhiza pumila,VIE,201
1217,Ophiorrhiza blumeana,JAW,102
1218,Oldenlandia corymbosa,AND,62
1218,Oldenlandia corymbosa,ANG,77
1218,Oldenlandia corymbosa,ASS,118
1218,Oldenlandia corymbosa,BAN,125
1218,Oldenlandia corymbosa,BEN,73
1218,Oldenlandia corymbosa,BKN,46
1218,Oldenlandia corymbosa,BOR,100
1218,Oldenlandia corymbosa,BOT,24
1218,Oldenlandia corymbosa,BUR,41
1218,Oldenlandia corymbosa,CAF,95
1218,Oldenlandia corymbosa,CBD,139
1218,Oldenlandia corymbosa,CHA,37
1218,Oldenlandia corymbosa,CHC,226
1218,Oldenlandia corymbosa,CHH,84
1218,Oldenlandia corymbosa,CHS,179
1218,Oldenlandia corymbosa,CMN,125
1218,Oldenlandia corymbosa,CON,102
1218,Oldenlandia corymbosa,CVI,4
1218,Oldenlandia corymbosa,EGY,15
1218,Oldenlandia corymbosa,EHM,114
1218,Oldenlandia corymbosa,ERI,21
1218,Oldenlandia corymbosa,ETH,47
1218,Oldenlandia corymbosa,GAB,99
1218,Oldenlandia corymbosa,GAM,29
1218,Oldenlandia corymbosa,GGI,33
