,accepted_species,Assigned_group,number_of_species_in_group
542,Himatanthus articulatus,BZN,43
542,Himatanthus articulatus,CLM,47
542,Himatanthus articulatus,ECU,34
542,Himatanthus articulatus,FRG,29
542,Himatanthus articulatus,GUY,32
542,Himatanthus articulatus,PAN,35
542,Himatanthus articulatus,PER,43
542,Himatanthus articulatus,SUR,26
542,Himatanthus articulatus,VEN,41
543,Himatanthus bracteatus,BZC,31
543,Himatanthus bracteatus,BZE,33
543,Himatanthus bracteatus,BZL,34
543,Himatanthus bracteatus,BZN,43
543,Himatanthus bracteatus,ECU,34
543,Himatanthus bracteatus,FRG,29
543,Himatanthus bracteatus,GUY,32
543,Himatanthus bracteatus,PER,43
543,Himatanthus bracteatus,SUR,26
543,Himatanthus bracteatus,VEN,41
545,Himatanthus phagedaenicus,BZN,43
545,Himatanthus phagedaenicus,CLM,47
545,Himatanthus phagedaenicus,FRG,29
545,Himatanthus phagedaenicus,GUY,32
545,Himatanthus phagedaenicus,PER,43
545,Himatanthus phagedaenicus,SUR,26
545,Himatanthus phagedaenicus,VEN,41
546,Hintonia latiflora,ELS,24
546,Hintonia latiflora,GUA,32
546,Hintonia latiflora,MXC,26
546,Hintonia latiflora,MXE,31
546,Hintonia latiflora,MXN,24
546,Hintonia latiflora,MXS,35
546,Hintonia latiflora,MXT,34
547,Hintonia standleyana,GUA,32
547,Hintonia standleyana,MXG,31
547,Hintonia standleyana,MXS,35
551,Holarrhena floribunda,BEN,35
551,Holarrhena floribunda,BKN,24
551,Holarrhena floribunda,CAB,20
551,Holarrhena floribunda,CAF,37
551,Holarrhena floribunda,CHA,21
551,Holarrhena floribunda,CMN,41
551,Holarrhena floribunda,CON,35
551,Holarrhena floribunda,GAB,32
551,Holarrhena floribunda,GAM,20
551,Holarrhena floribunda,GHA,35
551,Holarrhena floribunda,GNB,26
551,Holarrhena floribunda,GUI,37
551,Holarrhena floribunda,IVO,36
551,Holarrhena floribunda,LBR,27
551,Holarrhena floribunda,MLI,21
551,Holarrhena floribunda,NGA,42
551,Holarrhena floribunda,SEN,26
551,Holarrhena floribunda,SIE,27
551,Holarrhena floribunda,SUD,30
551,Holarrhena floribunda,TOG,26
551,Holarrhena floribunda,ZAI,47
553,Holarrhena pubescens,ASS,57
553,Holarrhena pubescens,BAN,81
553,Holarrhena pubescens,CBD,79
553,Holarrhena pubescens,CHC,72
553,Holarrhena pubescens,EHM,46
553,Holarrhena pubescens,IND,78
553,Holarrhena pubescens,KEN,31
553,Holarrhena pubescens,LAO,62
553,Holarrhena pubescens,MLW,25
553,Holarrhena pubescens,MOZ,28
553,Holarrhena pubescens,MYA,88
553,Holarrhena pubescens,NEP,41
553,Holarrhena pubescens,PAK,24
553,Holarrhena pubescens,TAN,38
553,Holarrhena pubescens,THA,98
553,Holarrhena pubescens,TVL,20
553,Holarrhena pubescens,VIE,99
553,Holarrhena pubescens,WHM,30
553,Holarrhena pubescens,ZAI,47
553,Holarrhena pubescens,ZAM,23
553,Holarrhena pubescens,ZIM,20
559,Hoya australis,BOR,57
559,Hoya australis,FIJ,10
559,Hoya australis,NSW,6
559,Hoya australis,NTA,20
559,Hoya australis,NWG,36
559,Hoya australis,QLD,26
559,Hoya australis,SAM,8
559,Hoya australis,SOL,17
559,Hoya australis,SUL,37
559,Hoya australis,TON,8
559,Hoya australis,VAN,12
559,Hoya australis,WAL,6
559,Hoya australis,WAU,12
564,Hoya coronaria,BOR,57
564,Hoya coronaria,JAW,60
564,Hoya coronaria,MLY,80
564,Hoya coronaria,PHI,48
564,Hoya coronaria,SUL,37
564,Hoya coronaria,SUM,54
564,Hoya coronaria,THA,98
565,Hoya diversifolia,AND,44
565,Hoya diversifolia,BOR,57
565,Hoya diversifolia,CBD,79
565,Hoya diversifolia,CHH,38
565,Hoya diversifolia,JAW,60
565,Hoya diversifolia,LAO,62
565,Hoya diversifolia,LSI,32
565,Hoya diversifolia,MLY,80
565,Hoya diversifolia,MYA,88
565,Hoya diversifolia,PHI,48
565,Hoya diversifolia,SUL,37
565,Hoya diversifolia,SUM,54
565,Hoya diversifolia,THA,98
565,Hoya diversifolia,VIE,99
569,Hoya latifolia,BOR,57
569,Hoya latifolia,JAW,60
569,Hoya latifolia,MLY,80
569,Hoya latifolia,MYA,88
569,Hoya latifolia,SUM,54
569,Hoya latifolia,THA,98
571,Hoya multiflora,ASS,57
571,Hoya multiflora,BAN,81
571,Hoya multiflora,BOR,57
571,Hoya multiflora,CBD,79
571,Hoya multiflora,CHC,72
571,Hoya multiflora,CHS,69
571,Hoya multiflora,JAW,60
571,Hoya multiflora,LAO,62
571,Hoya multiflora,MLY,80
571,Hoya multiflora,MYA,88
571,Hoya multiflora,NWG,36
571,Hoya multiflora,PHI,48
571,Hoya multiflora,SUL,37
571,Hoya multiflora,SUM,54
571,Hoya multiflora,THA,98
571,Hoya multiflora,VIE,99
580,Hunteria zeylanica,AND,44
580,Hunteria zeylanica,CBD,79
580,Hunteria zeylanica,CHH,38
580,Hunteria zeylanica,IND,78
580,Hunteria zeylanica,KEN,31
580,Hunteria zeylanica,LAO,62
580,Hunteria zeylanica,MLY,80
580,Hunteria zeylanica,MOZ,28
580,Hunteria zeylanica,MYA,88
580,Hunteria zeylanica,NCB,34
580,Hunteria zeylanica,SOM,16
580,Hunteria zeylanica,SRL,61
580,Hunteria zeylanica,SUM,54
580,Hunteria zeylanica,TAN,38
580,Hunteria zeylanica,THA,98
580,Hunteria zeylanica,VIE,99
581,Hydnophytum formicarum,AND,44
581,Hydnophytum formicarum,BOR,57
581,Hydnophytum formicarum,CBD,79
581,Hydnophytum formicarum,JAW,60
581,Hydnophytum formicarum,MLY,80
581,Hydnophytum formicarum,MOL,28
581,Hydnophytum formicarum,MYA,88
581,Hydnophytum formicarum,NWG,36
581,Hydnophytum formicarum,PHI,48
581,Hydnophytum formicarum,SUL,37
581,Hydnophytum formicarum,SUM,54
581,Hydnophytum formicarum,THA,98
581,Hydnophytum formicarum,VIE,99
583,Hymenodictyon orixense,BAN,81
583,Hymenodictyon orixense,CBD,79
583,Hymenodictyon orixense,CHC,72
583,Hymenodictyon orixense,EHM,46
583,Hymenodictyon orixense,IND,78
583,Hymenodictyon orixense,LAO,62
583,Hymenodictyon orixense,MYA,88
583,Hymenodictyon orixense,NEP,41
583,Hymenodictyon orixense,PHI,48
583,Hymenodictyon orixense,SRL,61
583,Hymenodictyon orixense,THA,98
583,Hymenodictyon orixense,VIE,99
583,Hymenodictyon orixense,WHM,30
584,Ichnocarpus frutescens,AND,44
584,Ichnocarpus frutescens,ASS,57
584,Ichnocarpus frutescens,BAN,81
584,Ichnocarpus frutescens,BIS,13
584,Ichnocarpus frutescens,BOR,57
584,Ichnocarpus frutescens,CBD,79
584,Ichnocarpus frutescens,CHC,72
584,Ichnocarpus frutescens,CHH,38
584,Ichnocarpus frutescens,CHS,69
584,Ichnocarpus frutescens,EHM,46
584,Ichnocarpus frutescens,IND,78
584,Ichnocarpus frutescens,JAW,60
584,Ichnocarpus frutescens,LAO,62
584,Ichnocarpus frutescens,LSI,32
584,Ichnocarpus frutescens,MLY,80
584,Ichnocarpus frutescens,MOL,28
584,Ichnocarpus frutescens,MYA,88
584,Ichnocarpus frutescens,NCB,34
584,Ichnocarpus frutescens,NEP,41
584,Ichnocarpus frutescens,NTA,20
584,Ichnocarpus frutescens,NWG,36
584,Ichnocarpus frutescens,PAK,24
584,Ichnocarpus frutescens,PHI,48
584,Ichnocarpus frutescens,QLD,26
584,Ichnocarpus frutescens,SRL,61
584,Ichnocarpus frutescens,SUL,37
584,Ichnocarpus frutescens,SUM,54
584,Ichnocarpus frutescens,THA,98
584,Ichnocarpus frutescens,VIE,99
584,Ichnocarpus frutescens,WAU,12
584,Ichnocarpus frutescens,WHM,30
585,Isertia haenkeana,CLM,47
585,Isertia haenkeana,COS,35
585,Isertia haenkeana,CUB,24
585,Isertia haenkeana,GUA,32
585,Isertia haenkeana,GUY,32
585,Isertia haenkeana,HON,26
585,Isertia haenkeana,NIC,31
585,Isertia haenkeana,PAN,35
585,Isertia haenkeana,PER,43
585,Isertia haenkeana,VEN,41
587,Isertia pittieri,CLM,47
587,Isertia pittieri,ECU,34
589,Ixora chinensis,CBD,79
589,Ixora chinensis,CHS,69
589,Ixora chinensis,LAO,62
589,Ixora chinensis,MYA,88
589,Ixora chinensis,PHI,48
589,Ixora chinensis,THA,98
589,Ixora chinensis,VIE,99
590,Ixora coccinea,BAN,81
590,Ixora coccinea,CBD,79
590,Ixora coccinea,IND,78
590,Ixora coccinea,SRL,61
590,Ixora coccinea,THA,98
590,Ixora coccinea,VIE,99
594,Ixora pavetta,BAN,81
594,Ixora pavetta,IND,78
594,Ixora pavetta,NCB,34
594,Ixora pavetta,SRL,61
602,Knoxia sumatrensis,ASS,57
602,Knoxia sumatrensis,BAN,81
602,Knoxia sumatrensis,BOR,57
602,Knoxia sumatrensis,CBD,79
602,Knoxia sumatrensis,CHC,72
602,Knoxia sumatrensis,CHH,38
602,Knoxia sumatrensis,CHS,69
602,Knoxia sumatrensis,EHM,46
602,Knoxia sumatrensis,IND,78
602,Knoxia sumatrensis,JAW,60
602,Knoxia sumatrensis,MLY,80
602,Knoxia sumatrensis,MYA,88
602,Knoxia sumatrensis,NCB,34
602,Knoxia sumatrensis,NEP,41
602,Knoxia sumatrensis,NNS,20
602,Knoxia sumatrensis,NWG,36
602,Knoxia sumatrensis,PHI,48
602,Knoxia sumatrensis,QLD,26
602,Knoxia sumatrensis,SRL,61
602,Knoxia sumatrensis,SUL,37
602,Knoxia sumatrensis,SUM,54
602,Knoxia sumatrensis,TAI,34
602,Knoxia sumatrensis,THA,98
602,Knoxia sumatrensis,VIE,99
602,Knoxia sumatrensis,WHM,30
607,Kopsia fruticosa,AND,44
607,Kopsia fruticosa,MYA,88
631,Leptadenia lanceolata,ALG,13
631,Leptadenia lanceolata,BEN,35
631,Leptadenia lanceolata,BKN,24
631,Leptadenia lanceolata,CAF,37
631,Leptadenia lanceolata,CHA,21
631,Leptadenia lanceolata,CMN,41
631,Leptadenia lanceolata,ETH,22
631,Leptadenia lanceolata,GAM,20
631,Leptadenia lanceolata,GHA,35
631,Leptadenia lanceolata,GNB,26
631,Leptadenia lanceolata,GUI,37
631,Leptadenia lanceolata,IVO,36
631,Leptadenia lanceolata,KEN,31
631,Leptadenia lanceolata,LBY,9
631,Leptadenia lanceolata,MLI,21
631,Leptadenia lanceolata,MTN,9
631,Leptadenia lanceolata,NGA,42
631,Leptadenia lanceolata,NGR,11
631,Leptadenia lanceolata,SEN,26
631,Leptadenia lanceolata,SUD,30
631,Leptadenia lanceolata,TAN,38
631,Leptadenia lanceolata,UGA,32
634,Leptadenia reticulata,BAN,81
634,Leptadenia reticulata,CBD,79
634,Leptadenia reticulata,IND,78
634,Leptadenia reticulata,LDV,11
634,Leptadenia reticulata,MYA,88
634,Leptadenia reticulata,NEP,41
634,Leptadenia reticulata,SRL,61
635,Leptopetalum biflorum,BAN,81
635,Leptopetalum biflorum,CBD,79
635,Leptopetalum biflorum,CHC,72
635,Leptopetalum biflorum,CHH,38
635,Leptopetalum biflorum,CHS,69
635,Leptopetalum biflorum,CRL,9
635,Leptopetalum biflorum,EHM,46
635,Leptopetalum biflorum,FIJ,10
635,Leptopetalum biflorum,GIL,6
635,Leptopetalum biflorum,IND,78
635,Leptopetalum biflorum,JAW,60
635,Leptopetalum biflorum,LDV,11
635,Leptopetalum biflorum,MDV,7
635,Leptopetalum biflorum,MLY,80
635,Leptopetalum biflorum,MOL,28
635,Leptopetalum biflorum,MRN,5
635,Leptopetalum biflorum,MRS,4
635,Leptopetalum biflorum,MYA,88
635,Leptopetalum biflorum,NCB,34
635,Leptopetalum biflorum,NEP,41
635,Leptopetalum biflorum,NNS,20
635,Leptopetalum biflorum,NUE,4
635,Leptopetalum biflorum,NWC,10
635,Leptopetalum biflorum,NWG,36
635,Leptopetalum biflorum,PHI,48
635,Leptopetalum biflorum,QLD,26
635,Leptopetalum biflorum,SAM,8
635,Leptopetalum biflorum,SCS,7
635,Leptopetalum biflorum,SOL,17
635,Leptopetalum biflorum,SRL,61
635,Leptopetalum biflorum,SUL,37
635,Leptopetalum biflorum,TAI,34
635,Leptopetalum biflorum,THA,98
635,Leptopetalum biflorum,TON,8
635,Leptopetalum biflorum,VAN,12
635,Leptopetalum biflorum,VIE,99
635,Leptopetalum biflorum,WAL,6
638,Leuconotis eugeniifolia,BOR,57
638,Leuconotis eugeniifolia,MLY,80
638,Leuconotis eugeniifolia,SUM,54
645,Macoubea guianensis,BOL,41
645,Macoubea guianensis,BZE,33
645,Macoubea guianensis,BZN,43
645,Macoubea guianensis,CLM,47
645,Macoubea guianensis,FRG,29
645,Macoubea guianensis,GUY,32
645,Macoubea guianensis,PER,43
645,Macoubea guianensis,SUR,26
645,Macoubea guianensis,VEN,41
647,Malouetia tamaquarina,BOL,41
647,Malouetia tamaquarina,BZL,34
647,Malouetia tamaquarina,BZN,43
647,Malouetia tamaquarina,CLM,47
647,Malouetia tamaquarina,FRG,29
647,Malouetia tamaquarina,GUY,32
647,Malouetia tamaquarina,PER,43
647,Malouetia tamaquarina,SUR,26
647,Malouetia tamaquarina,VEN,41
669,Melodinus cochinchinensis,ASS,57
669,Melodinus cochinchinensis,BAN,81
669,Melodinus cochinchinensis,CBD,79
669,Melodinus cochinchinensis,CHC,72
669,Melodinus cochinchinensis,CHH,38
669,Melodinus cochinchinensis,CHS,69
669,Melodinus cochinchinensis,EHM,46
669,Melodinus cochinchinensis,IND,78
669,Melodinus cochinchinensis,LAO,62
669,Melodinus cochinchinensis,MLY,80
669,Melodinus cochinchinensis,MYA,88
669,Melodinus cochinchinensis,THA,98
669,Melodinus cochinchinensis,VIE,99
679,Mitchella repens,ALA,10
679,Mitchella repens,CNT,8
679,Mitchella repens,FLA,17
679,Mitchella repens,GUA,32
679,Mitchella repens,ILL,11
679,Mitchella repens,KTY,9
679,Mitchella repens,LOU,9
679,Mitchella repens,MAI,8
679,Mitchella repens,MAS,8
679,Mitchella repens,MIC,9
679,Mitchella repens,MIN,9
679,Mitchella repens,MRY,8
679,Mitchella repens,MSO,9
679,Mitchella repens,MXE,31
679,Mitchella repens,MXS,35
679,Mitchella repens,MXT,34
679,Mitchella repens,NCA,8
679,Mitchella repens,NFL,5
679,Mitchella repens,NSC,6
679,Mitchella repens,NWH,9
679,Mitchella repens,NWY,9
679,Mitchella repens,OHI,8
679,Mitchella repens,ONT,9
679,Mitchella repens,QUE,9
679,Mitchella repens,RHO,8
679,Mitchella repens,SCA,8
679,Mitchella repens,TEN,8
679,Mitchella repens,TEX,16
679,Mitchella repens,VER,9
679,Mitchella repens,VRG,8
679,Mitchella repens,WIS,10
682,Mitragyna ciliata,CAB,20
682,Mitragyna ciliata,CAF,37
682,Mitragyna ciliata,CMN,41
682,Mitragyna ciliata,CON,35
682,Mitragyna ciliata,EQG,15
682,Mitragyna ciliata,GAB,32
682,Mitragyna ciliata,GAM,20
682,Mitragyna ciliata,GGI,17
682,Mitragyna ciliata,GHA,35
682,Mitragyna ciliata,GUI,37
682,Mitragyna ciliata,IVO,36
682,Mitragyna ciliata,LBR,27
682,Mitragyna ciliata,NGA,42
682,Mitragyna ciliata,SIE,27
682,Mitragyna ciliata,ZAI,47
683,Mitragyna diversifolia,BAN,81
683,Mitragyna diversifolia,CBD,79
683,Mitragyna diversifolia,CHC,72
683,Mitragyna diversifolia,JAW,60
683,Mitragyna diversifolia,LAO,62
683,Mitragyna diversifolia,MLY,80
683,Mitragyna diversifolia,MYA,88
683,Mitragyna diversifolia,PHI,48
683,Mitragyna diversifolia,THA,98
683,Mitragyna diversifolia,VIE,99
685,Mitragyna inermis,BEN,35
685,Mitragyna inermis,BKN,24
685,Mitragyna inermis,CAF,37
685,Mitragyna inermis,CHA,21
685,Mitragyna inermis,CMN,41
685,Mitragyna inermis,GAM,20
685,Mitragyna inermis,GHA,35
685,Mitragyna inermis,GNB,26
685,Mitragyna inermis,GUI,37
685,Mitragyna inermis,IVO,36
685,Mitragyna inermis,LBR,27
685,Mitragyna inermis,MLI,21
685,Mitragyna inermis,MTN,9
685,Mitragyna inermis,NGA,42
685,Mitragyna inermis,NGR,11
685,Mitragyna inermis,SEN,26
685,Mitragyna inermis,SIE,27
685,Mitragyna inermis,SUD,30
685,Mitragyna inermis,TOG,26
685,Mitragyna inermis,ZAI,47
686,Mitragyna parvifolia,AND,44
686,Mitragyna parvifolia,BAN,81
686,Mitragyna parvifolia,CBD,79
686,Mitragyna parvifolia,IND,78
686,Mitragyna parvifolia,MYA,88
686,Mitragyna parvifolia,NCB,34
686,Mitragyna parvifolia,NEP,41
686,Mitragyna parvifolia,SRL,61
686,Mitragyna parvifolia,WHM,30
687,Mitragyna rotundifolia,AND,44
687,Mitragyna rotundifolia,ASS,57
687,Mitragyna rotundifolia,BAN,81
687,Mitragyna rotundifolia,CBD,79
687,Mitragyna rotundifolia,CHC,72
687,Mitragyna rotundifolia,EHM,46
687,Mitragyna rotundifolia,LAO,62
687,Mitragyna rotundifolia,MYA,88
687,Mitragyna rotundifolia,NCB,34
687,Mitragyna rotundifolia,THA,98
687,Mitragyna rotundifolia,VIE,99
689,Mitragyna speciosa,BOR,57
689,Mitragyna speciosa,CBD,79
689,Mitragyna speciosa,MLY,80
689,Mitragyna speciosa,NWG,36
689,Mitragyna speciosa,PHI,48
689,Mitragyna speciosa,SUM,54
689,Mitragyna speciosa,THA,98
690,Mitragyna stipulosa,ANG,28
690,Mitragyna stipulosa,BEN,35
690,Mitragyna stipulosa,CAB,20
690,Mitragyna stipulosa,CAF,37
690,Mitragyna stipulosa,CHA,21
690,Mitragyna stipulosa,CMN,41
690,Mitragyna stipulosa,CON,35
690,Mitragyna stipulosa,GAB,32
690,Mitragyna stipulosa,GAM,20
690,Mitragyna stipulosa,GHA,35
690,Mitragyna stipulosa,GNB,26
690,Mitragyna stipulosa,GUI,37
690,Mitragyna stipulosa,IVO,36
690,Mitragyna stipulosa,LBR,27
690,Mitragyna stipulosa,NGA,42
690,Mitragyna stipulosa,SEN,26
690,Mitragyna stipulosa,SIE,27
690,Mitragyna stipulosa,SUD,30
690,Mitragyna stipulosa,TOG,26
690,Mitragyna stipulosa,UGA,32
690,Mitragyna stipulosa,ZAI,47
690,Mitragyna stipulosa,ZAM,23
694,Morinda citrifolia,AND,44
694,Morinda citrifolia,ASS,57
694,Morinda citrifolia,BAN,81
694,Morinda citrifolia,BIS,13
694,Morinda citrifolia,BOR,57
694,Morinda citrifolia,CBD,79
694,Morinda citrifolia,CHH,38
694,Morinda citrifolia,CHS,69
694,Morinda citrifolia,CKI,3
694,Morinda citrifolia,IND,78
694,Morinda citrifolia,JAW,60
694,Morinda citrifolia,KZN,2
694,Morinda citrifolia,LDV,11
694,Morinda citrifolia,LSI,32
694,Morinda citrifolia,MDV,7
694,Morinda citrifolia,MLY,80
694,Morinda citrifolia,MOL,28
694,Morinda citrifolia,MYA,88
694,Morinda citrifolia,NCB,34
694,Morinda citrifolia,NNS,20
694,Morinda citrifolia,NTA,20
694,Morinda citrifolia,NWG,36
694,Morinda citrifolia,OGA,4
694,Morinda citrifolia,PHI,48
694,Morinda citrifolia,QLD,26
694,Morinda citrifolia,SCS,7
694,Morinda citrifolia,SCZ,4
694,Morinda citrifolia,SOL,17
694,Morinda citrifolia,SRL,61
694,Morinda citrifolia,SUL,37
694,Morinda citrifolia,SUM,54
694,Morinda citrifolia,TAI,34
694,Morinda citrifolia,THA,98
694,Morinda citrifolia,VIE,99
694,Morinda citrifolia,WAU,12
694,Morinda citrifolia,XMS,3
695,Morinda coreia,BAN,81
695,Morinda coreia,CBD,79
695,Morinda coreia,IND,78
695,Morinda coreia,JAW,60
695,Morinda coreia,LAO,62
695,Morinda coreia,SRL,61
695,Morinda coreia,THA,98
695,Morinda coreia,VIE,99
696,Morinda elliptica,MLY,80
696,Morinda elliptica,MYA,88
696,Morinda elliptica,THA,98
697,Morinda longiflora,CAF,37
697,Morinda longiflora,CMN,41
697,Morinda longiflora,CON,35
697,Morinda longiflora,GAB,32
697,Morinda longiflora,GGI,17
697,Morinda longiflora,GHA,35
697,Morinda longiflora,GUI,37
697,Morinda longiflora,IVO,36
697,Morinda longiflora,LBR,27
697,Morinda longiflora,NGA,42
697,Morinda longiflora,SIE,27
697,Morinda longiflora,ZAI,47
698,Morinda lucida,ANG,28
698,Morinda lucida,BEN,35
698,Morinda lucida,CAB,20
698,Morinda lucida,CAF,37
698,Morinda lucida,CMN,41
698,Morinda lucida,CON,35
698,Morinda lucida,GAB,32
698,Morinda lucida,GGI,17
698,Morinda lucida,GHA,35
698,Morinda lucida,GNB,26
698,Morinda lucida,GUI,37
698,Morinda lucida,IVO,36
698,Morinda lucida,LBR,27
698,Morinda lucida,NGA,42
698,Morinda lucida,SEN,26
698,Morinda lucida,SIE,27
698,Morinda lucida,SUD,30
698,Morinda lucida,TAN,38
698,Morinda lucida,TOG,26
698,Morinda lucida,UGA,32
698,Morinda lucida,ZAI,47
709,Nauclea diderrichii,BEN,35
709,Nauclea diderrichii,CAB,20
709,Nauclea diderrichii,CAF,37
709,Nauclea diderrichii,CMN,41
709,Nauclea diderrichii,CON,35
709,Nauclea diderrichii,EQG,15
709,Nauclea diderrichii,GAB,32
709,Nauclea diderrichii,GHA,35
709,Nauclea diderrichii,GUI,37
709,Nauclea diderrichii,IVO,36
709,Nauclea diderrichii,LBR,27
709,Nauclea diderrichii,NGA,42
709,Nauclea diderrichii,SIE,27
709,Nauclea diderrichii,TOG,26
709,Nauclea diderrichii,UGA,32
709,Nauclea diderrichii,ZAI,47
710,Nauclea latifolia,ANG,28
710,Nauclea latifolia,BEN,35
710,Nauclea latifolia,BKN,24
710,Nauclea latifolia,CAB,20
710,Nauclea latifolia,CAF,37
710,Nauclea latifolia,CHA,21
710,Nauclea latifolia,CMN,41
710,Nauclea latifolia,CON,35
710,Nauclea latifolia,ETH,22
710,Nauclea latifolia,GAB,32
710,Nauclea latifolia,GAM,20
710,Nauclea latifolia,GGI,17
710,Nauclea latifolia,GHA,35
710,Nauclea latifolia,GNB,26
710,Nauclea latifolia,GUI,37
710,Nauclea latifolia,IVO,36
710,Nauclea latifolia,KEN,31
710,Nauclea latifolia,LBR,27
710,Nauclea latifolia,MLI,21
710,Nauclea latifolia,MTN,9
710,Nauclea latifolia,NGA,42
710,Nauclea latifolia,SEN,26
710,Nauclea latifolia,SIE,27
710,Nauclea latifolia,SUD,30
710,Nauclea latifolia,TOG,26
710,Nauclea latifolia,UGA,32
710,Nauclea latifolia,ZAI,47
712,Nauclea orientalis,BAN,81
712,Nauclea orientalis,BIS,13
712,Nauclea orientalis,BOR,57
712,Nauclea orientalis,CBD,79
712,Nauclea orientalis,JAW,60
712,Nauclea orientalis,LAO,62
712,Nauclea orientalis,LSI,32
712,Nauclea orientalis,MOL,28
712,Nauclea orientalis,MYA,88
712,Nauclea orientalis,NTA,20
712,Nauclea orientalis,NWG,36
712,Nauclea orientalis,PHI,48
712,Nauclea orientalis,QLD,26
712,Nauclea orientalis,SOL,17
712,Nauclea orientalis,SRL,61
712,Nauclea orientalis,SUL,37
712,Nauclea orientalis,SUM,54
712,Nauclea orientalis,THA,98
712,Nauclea orientalis,VIE,99
715,Neolamarckia cadamba,AND,44
715,Neolamarckia cadamba,ASS,57
715,Neolamarckia cadamba,BAN,81
715,Neolamarckia cadamba,BOR,57
715,Neolamarckia cadamba,CBD,79
715,Neolamarckia cadamba,CHC,72
715,Neolamarckia cadamba,CHS,69
715,Neolamarckia cadamba,EHM,46
715,Neolamarckia cadamba,IND,78
715,Neolamarckia cadamba,JAW,60
715,Neolamarckia cadamba,LAO,62
715,Neolamarckia cadamba,LSI,32
715,Neolamarckia cadamba,MLY,80
715,Neolamarckia cadamba,MYA,88
715,Neolamarckia cadamba,NCB,34
715,Neolamarckia cadamba,NEP,41
715,Neolamarckia cadamba,NWG,36
715,Neolamarckia cadamba,SRL,61
715,Neolamarckia cadamba,SUL,37
715,Neolamarckia cadamba,SUM,54
715,Neolamarckia cadamba,THA,98
715,Neolamarckia cadamba,VIE,99
718,Neonauclea purpurea,CBD,79
718,Neonauclea purpurea,IND,78
718,Neonauclea purpurea,VIE,99
719,Neonauclea sessilifolia,ASS,57
719,Neonauclea sessilifolia,BAN,81
719,Neonauclea sessilifolia,CBD,79
719,Neonauclea sessilifolia,CHC,72
719,Neonauclea sessilifolia,EHM,46
719,Neonauclea sessilifolia,IND,78
719,Neonauclea sessilifolia,LAO,62
719,Neonauclea sessilifolia,MYA,88
719,Neonauclea sessilifolia,TAI,34
719,Neonauclea sessilifolia,THA,98
719,Neonauclea sessilifolia,VIE,99
720,Nerium oleander,AFG,10
720,Nerium oleander,ALB,13
720,Nerium oleander,ALG,13
720,Nerium oleander,BAL,6
720,Nerium oleander,COR,10
720,Nerium oleander,CYP,5
720,Nerium oleander,EAI,10
720,Nerium oleander,FRA,13
720,Nerium oleander,GRC,12
720,Nerium oleander,GST,5
720,Nerium oleander,IND,78
720,Nerium oleander,IRN,14
720,Nerium oleander,IRQ,9
720,Nerium oleander,ITA,16
720,Nerium oleander,LBS,11
720,Nerium oleander,LBY,9
720,Nerium oleander,MOR,10
720,Nerium oleander,MYA,88
720,Nerium oleander,NGR,11
720,Nerium oleander,OMA,12
720,Nerium oleander,PAK,24
720,Nerium oleander,PAL,13
720,Nerium oleander,POR,10
720,Nerium oleander,SAR,10
720,Nerium oleander,SIC,12
720,Nerium oleander,SPA,12
720,Nerium oleander,TUE,13
720,Nerium oleander,TUN,8
720,Nerium oleander,TUR,14
720,Nerium oleander,WHM,30
720,Nerium oleander,YUG,15
726,Ochrosia borbonica,MAU,5
726,Ochrosia borbonica,REU,5
729,Ochrosia elliptica,GIL,6
729,Ochrosia elliptica,NFK,1
729,Ochrosia elliptica,NRU,3
729,Ochrosia elliptica,NWC,10
729,Ochrosia elliptica,QLD,26
729,Ochrosia elliptica,VAN,12
736,Ochrosia oppositifolia,AND,44
736,Ochrosia oppositifolia,BIS,13
736,Ochrosia oppositifolia,BOR,57
736,Ochrosia oppositifolia,CBD,79
736,Ochrosia oppositifolia,CGS,2
736,Ochrosia oppositifolia,CHS,69
736,Ochrosia oppositifolia,CKI,3
736,Ochrosia oppositifolia,CRL,9
736,Ochrosia oppositifolia,FIJ,10
736,Ochrosia oppositifolia,GIL,6
736,Ochrosia oppositifolia,JAW,60
736,Ochrosia oppositifolia,LDV,11
736,Ochrosia oppositifolia,LIN,2
736,Ochrosia oppositifolia,MDV,7
736,Ochrosia oppositifolia,MLY,80
736,Ochrosia oppositifolia,MOL,28
736,Ochrosia oppositifolia,MRN,5
736,Ochrosia oppositifolia,MRS,4
736,Ochrosia oppositifolia,NCB,34
736,Ochrosia oppositifolia,NUE,4
736,Ochrosia oppositifolia,NWC,10
736,Ochrosia oppositifolia,NWG,36
736,Ochrosia oppositifolia,PHI,48
736,Ochrosia oppositifolia,SAM,8
736,Ochrosia oppositifolia,SCI,5
736,Ochrosia oppositifolia,SCS,7
736,Ochrosia oppositifolia,SEY,5
736,Ochrosia oppositifolia,SOL,17
736,Ochrosia oppositifolia,SRL,61
736,Ochrosia oppositifolia,SUL,37
736,Ochrosia oppositifolia,SUM,54
736,Ochrosia oppositifolia,THA,98
736,Ochrosia oppositifolia,TOK,2
736,Ochrosia oppositifolia,TON,8
736,Ochrosia oppositifolia,TUB,3
736,Ochrosia oppositifolia,TUV,2
736,Ochrosia oppositifolia,VAN,12
736,Ochrosia oppositifolia,VIE,99
736,Ochrosia oppositifolia,WAL,6
741,Oldenlandia corymbosa,AND,44
741,Oldenlandia corymbosa,ANG,28
