,Assigned_group,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty acids_count,mean_identified_as_Fatty acids,expected_total_mean_for_Fatty acids,weigthing_factor_for_Fatty acids,norm_mean_identified_as_Fatty acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino acids and Peptides_count,mean_identified_as_Amino acids and Peptides,expected_total_mean_for_Amino acids and Peptides,weigthing_factor_for_Amino acids and Peptides,norm_mean_identified_as_Amino acids and Peptides,identified_Shikimates and Phenylpropanoids_count,mean_identified_as_Shikimates and Phenylpropanoids,expected_total_mean_for_Shikimates and Phenylpropanoids,weigthing_factor_for_Shikimates and Phenylpropanoids,norm_mean_identified_as_Shikimates and Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids,number_of_apparent_categories,binary_identified_as_Terpenoids,binary_identified_as_Fatty acids,binary_identified_as_Polyketides,binary_identified_as_Carbohydrates,binary_identified_as_Amino acids and Peptides,binary_identified_as_Shikimates and Phenylpropanoids,binary_identified_as_Alkaloids
265,MDV,260,96,0.36923076923076925,0.40488565488565487,0.9999999999622486,0.3692307692321153,14,0.05384615384615385,0.03299749453595607,0.9999999999622486,0.053846153845366784,68,0.26153846153846155,0.08793112639266486,0.9999999999622486,0.26153846153190763,7,0.026923076923076925,0.015761323453631147,0.9999999999622486,0.026923076922655553,1,0.0038461538461538464,0.012998205305897613,0.9999999999622486,0.0038461538464993486,66,0.25384615384615383,0.18286777902162518,0.9999999999622486,0.2538461538434743,8,0.03076923076923077,0.2625584164045702,0.9999999999622486,0.030769230777981126,7,1,1,1,1,1,1,1
266,CNY,135,72,0.5333333333333333,0.40488565488565487,0.9999898700090192,0.5333320321595091,2,0.014814814814814815,0.03299749453595607,0.9999898700090192,0.014814999005196398,49,0.362962962962963,0.08793112639266486,0.9999898700090192,0.3629601768929391,0,0.0,0.015761323453631147,0.9999898700090192,1.596620644311142e-07,0,0.0,0.012998205305897613,0.9999898700090192,1.3167170251562574e-07,10,0.07407407407407407,0.18286777902162518,0.9999898700090192,0.07407517615332397,2,0.014814814814814815,0.2625584164045702,0.9999898700090192,0.014817324455264475,5,1,1,1,0,0,1,1
267,CVI,146,92,0.6301369863013698,0.40488565488565487,0.9999966279961363,0.63013622675301,4,0.0273972602739726,0.03299749453595607,0.9999966279961363,0.02739727915798417,3,0.02054794520547945,0.08793112639266486,0.9999966279961363,0.02054817242182676,1,0.00684931506849315,0.015761323453631147,0.9999966279961363,0.006849345119819859,0,0.0,0.012998205305897613,0.9999966279961363,4.3829998512504844e-08,34,0.2328767123287671,0.18286777902162518,0.9999966279961363,0.2328765436984508,12,0.0821917808219178,0.2625584164045702,0.9999966279961363,0.08219238901890986,6,1,1,1,1,0,1,1
268,EGY,327,180,0.5504587155963303,0.40488565488565487,0.9999999999999536,0.5504587155963235,6,0.01834862385321101,0.03299749453595607,0.9999999999999536,0.01834862385321169,46,0.14067278287461774,0.08793112639266486,0.9999999999999536,0.1406727828746153,2,0.0061162079510703364,0.015761323453631147,0.9999999999999536,0.006116207951070784,1,0.0030581039755351682,0.012998205305897613,0.9999999999999536,0.0030581039755356297,73,0.22324159021406728,0.18286777902162518,0.9999999999999536,0.22324159021406542,19,0.0581039755351682,0.2625584164045702,0.9999999999999536,0.05810397553517768,7,1,1,1,1,1,1,1
269,GST,309,202,0.6537216828478964,0.40488565488565487,0.9999999999997189,0.6537216828478265,6,0.019417475728155338,0.03299749453595607,0.9999999999997189,0.019417475728159158,15,0.04854368932038835,0.08793112639266486,0.9999999999997189,0.048543689320399416,1,0.003236245954692557,0.015761323453631147,0.9999999999997189,0.0032362459546960774,0,0.0,0.012998205305897613,0.9999999999997189,3.6539056041432216e-15,24,0.07766990291262135,0.18286777902162518,0.9999999999997189,0.07766990291265093,61,0.19741100323624594,0.2625584164045702,0.9999999999997189,0.19741100323626426,6,1,1,1,1,0,1,1
270,KUW,51,46,0.9019607843137255,0.40488565488565487,0.9568927450589139,0.8805332399845962,2,0.0392156862745098,0.03299749453595607,0.9568927450589139,0.03894763709796341,0,0.0,0.08793112639266486,0.9568927450589139,0.0037904694826654717,0,0.0,0.015761323453631147,0.9568927450589139,0.0006794273883245981,0,0.0,0.012998205305897613,0.9568927450589139,0.0005603169498979069,3,0.058823529411764705,0.18286777902162518,0.9568927450589139,0.06417073650367269,0,0.0,0.2625584164045702,0.9568927450589139,0.011318172592879662,3,1,1,0,0,0,1,0
271,LBY,425,290,0.6823529411764706,0.40488565488565487,1.0,0.6823529411764706,6,0.01411764705882353,0.03299749453595607,1.0,0.01411764705882353,46,0.10823529411764705,0.08793112639266486,1.0,0.10823529411764705,1,0.002352941176470588,0.015761323453631147,1.0,0.002352941176470588,0,0.0,0.012998205305897613,1.0,0.0,72,0.16941176470588235,0.18286777902162518,1.0,0.16941176470588235,10,0.023529411764705882,0.2625584164045702,1.0,0.023529411764705882,6,1,1,1,1,0,1,1
272,WSA,75,65,0.8666666666666667,0.40488565488565487,0.995929862284104,0.8647871543541322,4,0.05333333333333334,0.03299749453595607,0.995929862284104,0.05325056366885975,0,0.0,0.08793112639266486,0.995929862284104,0.00035789179393200677,0,0.0,0.015761323453631147,0.995929862284104,6.415075704106093e-05,0,0.0,0.012998205305897613,0.995929862284104,5.290448565449388e-05,4,0.05333333333333334,0.18286777902162518,0.995929862284104,0.05386055636623694,2,0.02666666666666667,0.2625584164045702,0.995929862284104,0.02762677857414362,4,1,1,0,0,0,1,1
273,REU,151,62,0.4105960264900662,0.40488565488565487,0.9999979547735586,0.4105960148110632,2,0.013245033112582781,0.03299749453595607,0.9999979547735586,0.013245073510839167,11,0.0728476821192053,0.08793112639266486,0.9999979547735586,0.07284771296826435,3,0.019867549668874173,0.015761323453631147,0.9999979547735586,0.019867541270711744,0,0.0,0.012998205305897613,0.9999979547735586,2.6584273182721636e-08,54,0.3576158940397351,0.18286777902162518,0.9999979547735586,0.3576155366402697,19,0.12582781456953643,0.2625584164045702,0.9999979547735586,0.12582809421457863,6,1,1,1,1,0,1,1
274,ALD,70,27,0.38571428571428573,0.40488565488565487,0.9933071490757153,0.3858425968301641,2,0.02857142857142857,0.03299749453595607,0.9933071490757153,0.028601051571110203,2,0.02857142857142857,0.08793112639266486,0.9933071490757153,0.02896871417985669,3,0.04285714285714286,0.015761323453631147,0.9933071490757153,0.042675794577203816,0,0.0,0.012998205305897613,0.9933071490757153,8.699505039561955e-05,24,0.34285714285714286,0.18286777902162518,0.9933071490757153,0.3417863578955206,12,0.17142857142857143,0.2625584164045702,0.9933071490757153,0.17203848989574896,6,1,1,1,1,0,1,1
275,MAU,164,82,0.5,0.40488565488565487,0.9999994426099414,0.49999994698420963,3,0.018292682926829267,0.03299749453595607,0.9999994426099414,0.01829269112314507,3,0.018292682926829267,0.08793112639266486,0.9999994426099414,0.018292721742605347,1,0.006097560975609756,0.015761323453631147,0.9999994426099414,0.00609756636209489,0,0.0,0.012998205305897613,0.9999994426099414,7.2450704165401784e-09,56,0.34146341463414637,0.18286777902162518,0.9999994426099414,0.34146332623451575,19,0.11585365853658537,0.2625584164045702,0.9999994426099414,0.11585374030835895,6,1,1,1,1,0,1,1
276,ROD,68,25,0.36764705882352944,0.40488565488565487,0.9918374288468401,0.3679510215135303,2,0.029411764705882353,0.03299749453595607,0.9918374288468401,0.02944103348075634,2,0.029411764705882353,0.08793112639266486,0.9918374288468401,0.029889433159488214,3,0.04411764705882353,0.015761323453631147,0.9918374288468401,0.04388618654975412,0,0.0,0.012998205305897613,0.9918374288468401,0.00010609877567276957,24,0.35294117647058826,0.18286777902162518,0.9918374288468401,0.35155294026265144,12,0.17647058823529413,0.2625584164045702,0.9918374288468401,0.17717328625814685,6,1,1,1,1,0,1,1
277,SEY,185,63,0.34054054054054056,0.40488565488565487,0.999999931743971,0.34054054493248254,3,0.016216216216216217,0.03299749453595607,0.999999931743971,0.016216217361639636,2,0.010810810810810811,0.08793112639266486,0.999999931743971,0.010810816074737313,3,0.016216216216216217,0.015761323453631147,0.999999931743971,0.016216216185167043,0,0.0,0.012998205305897613,0.999999931743971,8.872058789705754e-10,49,0.2648648648648649,0.18286777902162518,0.999999931743971,0.2648648592680694,65,0.35135135135135137,0.2625584164045702,0.999999931743971,0.3513513452906982,6,1,1,1,1,0,1,1
278,CLC,20,7,0.35,0.40488565488565487,0.5,0.3774428274428274,0,0.0,0.03299749453595607,0.5,0.016498747267978037,8,0.4,0.08793112639266486,0.5,0.24396556319633245,0,0.0,0.015761323453631147,0.5,0.007880661726815574,0,0.0,0.012998205305897613,0.5,0.006499102652948807,4,0.2,0.18286777902162518,0.5,0.19143388951081258,1,0.05,0.2625584164045702,0.5,0.1562792082022851,4,1,0,1,0,0,1,1
279,CLN,13,7,0.5384615384615384,0.40488565488565487,0.33181222783183395,0.4492077663995745,0,0.0,0.03299749453595607,0.33181222783183395,0.02204852236111172,4,0.3076923076923077,0.08793112639266486,0.33181222783183395,0.1608505735506549,0,0.0,0.015761323453631147,0.33181222783183395,0.010531523604903661,0,0.0,0.012998205305897613,0.33181222783183395,0.008685241845532161,1,0.07692307692307693,0.18286777902162518,0.33181222783183395,0.1477140313913259,1,0.07692307692307693,0.2625584164045702,0.33181222783183395,0.20096234084689713,4,1,0,1,0,0,1,1
280,CLS,12,0,0.0,0.40488565488565487,0.31002551887238755,0.2793607696457433,0,0.0,0.03299749453595607,0.31002551887238755,0.02276742917095752,8,0.6666666666666666,0.08793112639266486,0.31002551887238755,0.2673539125560038,0,0.0,0.015761323453631147,0.31002551887238755,0.01087491097180362,0,0.0,0.012998205305897613,0.31002551887238755,0.008968429961526886,4,0.3333333333333333,0.18286777902162518,0.31002551887238755,0.22951594056953392,0,0.0,0.2625584164045702,0.31002551887238755,0.18115860712443096,2,0,0,1,0,0,1,0
281,AZO,88,36,0.4090909090909091,0.40488565488565487,0.9988874639671398,0.40908623059407845,1,0.011363636363636364,0.03299749453595607,0.9988874639671398,0.011387704810382857,15,0.17045454545454544,0.08793112639266486,0.9988874639671398,0.17036273517728429,0,0.0,0.015761323453631147,0.9988874639671398,1.753504026772941e-05,0,0.0,0.012998205305897613,0.9988874639671398,1.4460971765325888e-05,17,0.19318181818181818,0.18286777902162518,0.9988874639671398,0.19317034344160813,19,0.2159090909090909,0.2625584164045702,0.9988874639671398,0.21596098996461327,5,1,1,1,0,0,1,1
282,BLR,322,111,0.3447204968944099,0.40488565488565487,0.9999999999999234,0.34472049689441453,1,0.003105590062111801,0.03299749453595607,0.9999999999999234,0.003105590062114091,75,0.2329192546583851,0.08793112639266486,0.9999999999999234,0.232919254658374,1,0.003105590062111801,0.015761323453631147,0.9999999999999234,0.0031055900621127703,0,0.0,0.012998205305897613,0.9999999999999234,9.95732569849456e-16,84,0.2608695652173913,0.18286777902162518,0.9999999999999234,0.2608695652173853,50,0.15527950310559005,0.2625584164045702,0.9999999999999234,0.15527950310559827,6,1,1,1,1,0,1,1
283,BLT,306,107,0.34967320261437906,0.40488565488565487,0.9999999999996205,0.34967320261440005,1,0.0032679738562091504,0.03299749453595607,0.9999999999996205,0.0032679738562204318,86,0.28104575163398693,0.08793112639266486,0.9999999999996205,0.28104575163391365,8,0.026143790849673203,0.015761323453631147,0.9999999999996205,0.026143790849669262,0,0.0,0.012998205305897613,0.9999999999996205,4.932483947457161e-15,97,0.31699346405228757,0.18286777902162518,0.9999999999996205,0.31699346405223666,7,0.02287581699346405,0.2625584164045702,0.9999999999996205,0.022875816993555006,6,1,1,1,1,0,1,1
284,DEN,257,85,0.33073929961089493,0.40488565488565487,0.999999999949041,0.33073929961467335,1,0.0038910505836575876,0.03299749453595607,0.999999999949041,0.0038910505851408234,74,0.28793774319066145,0.08793112639266486,0.999999999949041,0.2879377431804693,8,0.0311284046692607,0.015761323453631147,0.999999999949041,0.03112840466847761,0,0.0,0.012998205305897613,0.999999999949041,6.623757363706675e-13,83,0.3229571984435798,0.18286777902162518,0.999999999949041,0.322957198436441,6,0.023346303501945526,0.2625584164045702,0.999999999949041,0.02334630351413554,6,1,1,1,1,0,1,1
285,POL,474,144,0.3037974683544304,0.40488565488565487,1.0,0.3037974683544304,1,0.002109704641350211,0.03299749453595607,1.0,0.002109704641350211,106,0.22362869198312235,0.08793112639266486,1.0,0.22362869198312235,17,0.035864978902953586,0.015761323453631147,1.0,0.035864978902953586,0,0.0,0.012998205305897613,1.0,0.0,154,0.32489451476793246,0.18286777902162518,1.0,0.32489451476793246,52,0.10970464135021098,0.2625584164045702,1.0,0.10970464135021098,6,1,1,1,1,0,1,1
286,ROM,762,227,0.2979002624671916,0.40488565488565487,1.0,0.2979002624671916,6,0.007874015748031496,0.03299749453595607,1.0,0.007874015748031496,150,0.1968503937007874,0.08793112639266486,1.0,0.1968503937007874,26,0.03412073490813648,0.015761323453631147,1.0,0.03412073490813648,0,0.0,0.012998205305897613,1.0,0.0,252,0.33070866141732286,0.18286777902162518,1.0,0.33070866141732286,101,0.1325459317585302,0.2625584164045702,1.0,0.1325459317585302,6,1,1,1,1,0,1,1
287,RUN,400,125,0.3125,0.40488565488565487,1.0,0.3125,1,0.0025,0.03299749453595607,1.0,0.0025,119,0.2975,0.08793112639266486,1.0,0.2975,24,0.06,0.015761323453631147,1.0,0.06,0,0.0,0.012998205305897613,1.0,0.0,128,0.32,0.18286777902162518,1.0,0.32,3,0.0075,0.2625584164045702,1.0,0.0075,6,1,1,1,1,0,1,1
288,RUW,313,112,0.35782747603833864,0.40488565488565487,0.9999999999998115,0.3578274760383475,1,0.003194888178913738,0.03299749453595607,0.9999999999998115,0.0031948881789193562,85,0.2715654952076677,0.08793112639266486,0.9999999999998115,0.2715654952076331,8,0.025559105431309903,0.015761323453631147,0.9999999999998115,0.025559105431308054,0,0.0,0.012998205305897613,0.9999999999998115,2.4503679762382264e-15,103,0.329073482428115,0.18286777902162518,0.9999999999998115,0.3290734824280874,4,0.012779552715654952,0.2625584164045702,0.9999999999998115,0.012779552715702039,6,1,1,1,1,0,1,1
289,SWE,262,84,0.32061068702290074,0.40488565488565487,0.9999999999690918,0.32061068702550555,1,0.003816793893129771,0.03299749453595607,0.9999999999690918,0.0038167938940316926,79,0.3015267175572519,0.08793112639266486,0.9999999999690918,0.30152671755065,8,0.030534351145038167,0.015761323453631147,0.9999999999690918,0.030534351144581556,0,0.0,0.012998205305897613,0.9999999999690918,4.017506732113176e-13,84,0.32061068702290074,0.18286777902162518,0.9999999999690918,0.32061068701864337,6,0.022900763358778626,0.2625584164045702,0.9999999999690918,0.022900763366186006,6,1,1,1,1,0,1,1
290,FIN,192,41,0.21354166666666666,0.40488565488565487,0.9999999661050578,0.21354167315226008,0,0.0,0.03299749453595607,0.9999999661050578,1.1184481695892363e-09,66,0.34375,0.08793112639266486,0.9999999661050578,0.3437499913290341,8,0.041666666666666664,0.015761323453631147,0.9999999661050578,0.041666665788606554,0,0.0,0.012998205305897613,0.9999999661050578,4.40573417369158e-10,71,0.3697916666666667,0.18286777902162518,0.9999999661050578,0.36979166033089234,6,0.03125,0.2625584164045702,0.9999999661050578,0.031250007840185404,5,1,0,1,1,0,1,1
291,NOR,257,58,0.22568093385214008,0.40488565488565487,0.999999999949041,0.2256809338612722,0,0.0,0.03299749453595607,0.999999999949041,1.6815198119485026e-12,89,0.3463035019455253,0.08793112639266486,0.999999999949041,0.34630350193235887,16,0.0622568093385214,0.015761323453631147,0.999999999949041,0.06225680933615204,0,0.0,0.012998205305897613,0.999999999949041,6.623757363706675e-13,88,0.3424124513618677,0.18286777902162518,0.999999999949041,0.3424124513537375,6,0.023346303501945526,0.2625584164045702,0.999999999949041,0.02334630351413554,5,1,0,1,1,0,1,1
292,LES,112,67,0.5982142857142857,0.40488565488565487,0.9998989708060922,0.5981947538785538,1,0.008928571428571428,0.03299749453595607,0.9998989708060922,0.008931003092471195,8,0.07142857142857142,0.08793112639266486,0.9998989708060922,0.07143023866839687,2,0.017857142857142856,0.015761323453631147,0.9998989708060922,0.017856931118197944,1,0.008928571428571428,0.012998205305897613,0.9998989708060922,0.008928982580401555,27,0.24107142857142858,0.18286777902162518,0.9998989708060922,0.24106554830363208,6,0.05357142857142857,0.2625584164045702,0.9998989708060922,0.05359254235834656,7,1,1,1,1,1,1,1
293,CRL,166,89,0.536144578313253,0.40488565488565487,0.9999995436475715,0.5361445184129245,1,0.006024096385542169,0.03299749453595607,0.9999995436475715,0.00602410869491792,0,0.0,0.08793112639266486,0.9999995436475715,4.012758307116117e-08,1,0.006024096385542169,0.015761323453631147,0.9999995436475715,0.006024100829149388,0,0.0,0.012998205305897613,0.9999995436475715,5.931762557654722e-09,44,0.26506024096385544,0.18286777902162518,0.9999995436475715,0.2650602034551259,31,0.18674698795180722,0.2625584164045702,0.9999995436475715,0.1867470225485367,5,1,1,0,1,0,1,1
294,GIL,104,44,0.4230769230769231,0.40488565488565487,0.9997751832297667,0.42307283337476187,1,0.009615384615384616,0.03299749453595607,0.9997751832297667,0.0096206413058182,0,0.0,0.08793112639266486,0.9997751832297667,1.976839183857835e-05,0,0.0,0.015761323453631147,0.9997751832297667,3.543409833448317e-06,0,0.0,0.012998205305897613,0.9997751832297667,2.92221453570174e-06,35,0.33653846153846156,0.18286777902162518,0.9997751832297667,0.33650391379193856,24,0.23076923076923078,0.2625584164045702,0.9997751832297667,0.23077637751127367,4,1,1,0,0,0,1,1
295,MRS,81,44,0.5432098765432098,0.40488565488565487,0.9977621514787236,0.5429003278883168,1,0.012345679012345678,0.03299749453595607,0.9977621514787236,0.012391894647176863,0,0.0,0.08793112639266486,0.9977621514787236,0.00019677654117199308,0,0.0,0.015761323453631147,0.9977621514787236,3.527145438406747e-05,0,0.0,0.012998205305897613,0.9977621514787236,2.908801452305e-05,31,0.38271604938271603,0.18286777902162518,0.9977621514787236,0.3822688192264088,5,0.06172839506172839,0.2625584164045702,0.9977621514787236,0.062177822228018376,4,1,1,0,0,0,1,1
296,NRU,86,38,0.4418604651162791,0.40488565488565487,0.9986414800495711,0.44181023409891745,1,0.011627906976744186,0.03299749453595607,0.9986414800495711,0.011656937987775813,0,0.0,0.08793112639266486,0.9986414800495711,0.00011945618946812082,0,0.0,0.015761323453631147,0.9986414800495711,2.141207235692092e-05,0,0.0,0.012998205305897613,0.9986414800495711,1.765832122783275e-05,28,0.32558139534883723,0.18286777902162518,0.9986414800495711,0.32538751605385885,19,0.22093023255813954,0.2625584164045702,0.9986414800495711,0.22098678527639504,4,1,1,0,0,0,1,1
297,PIT,64,38,0.59375,0.40488565488565487,0.9878715650157257,0.5914593710694331,1,0.015625,0.03299749453595607,0.9878715650157257,0.015835701170494005,0,0.0,0.08793112639266486,0.9878715650157257,0.0010664669495474412,0,0.0,0.015761323453631147,0.9878715650157257,0.00019116018677348294,0,0.0,0.012998205305897613,0.9878715650157257,0.00015764788796482837,25,0.390625,0.18286777902162518,0.9878715650157257,0.38810523005285025,0,0.0,0.2625584164045702,0.9878715650157257,0.0031844226829368474,3,1,1,0,0,0,1,0
298,SCS,322,140,0.43478260869565216,0.40488565488565487,0.9999999999999234,0.4347826086956499,16,0.049689440993788817,0.03299749453595607,0.9999999999999234,0.04968944099378753,63,0.1956521739130435,0.08793112639266486,0.9999999999999234,0.19565217391303524,7,0.021739130434782608,0.015761323453631147,0.9999999999999234,0.02173913043478215,0,0.0,0.012998205305897613,0.9999999999999234,9.95732569849456e-16,88,0.2732919254658385,0.18286777902162518,0.9999999999999234,0.2732919254658316,8,0.024844720496894408,0.2625584164045702,0.9999999999999234,0.024844720496912616,6,1,1,1,1,0,1,1
299,TUA,107,38,0.35514018691588783,0.40488565488565487,0.9998334419352227,0.35514847242476427,2,0.018691588785046728,0.03299749453595607,0.9998334419352227,0.018693971549023483,0,0.0,0.08793112639266486,0.9998334419352227,1.464563824564849e-05,0,0.0,0.015761323453631147,0.9998334419352227,2.6251755327655273e-06,0,0.0,0.012998205305897613,0.9998334419352227,2.164955921328053e-06,26,0.24299065420560748,0.18286777902162518,0.9998334419352227,0.24298064025586796,41,0.38317757009345793,0.2625584164045702,0.9998334419352227,0.3831574800006445,4,1,1,0,0,0,1,1
300,TUB,96,57,0.59375,0.40488565488565487,0.9994997988929205,0.593655529845486,1,0.010416666666666666,0.03299749453595607,0.9994997988929205,0.010427961621765656,0,0.0,0.08793112639266486,0.9994997988929205,4.398324676835751e-05,0,0.0,0.015761323453631147,0.9994997988929205,7.883831440544228e-06,0,0.0,0.012998205305897613,0.9994997988929205,6.501716684056485e-06,34,0.3541666666666667,0.18286777902162518,0.9994997988929205,0.35408098277342515,4,0.041666666666666664,0.2625584164045702,0.9994997988929205,0.04177715696443029,4,1,1,0,0,0,1,1
301,WAL,144,79,0.5486111111111112,0.40488565488565487,0.999995881428255,0.5486105191675081,18,0.125,0.03299749453595607,0.999995881428255,0.12499962108108052,0,0.0,0.08793112639266486,0.999995881428255,3.621506526652785e-07,0,0.0,0.015761323453631147,0.999995881428255,6.49141414396488e-08,0,0.0,0.012998205305897613,0.999995881428255,5.353404110834621e-08,41,0.2847222222222222,0.18286777902162518,0.999995881428255,0.28472180272739034,6,0.041666666666666664,0.2625584164045702,0.999995881428255,0.041667576425185836,4,1,1,0,0,0,1,1
302,XMS,253,89,0.35177865612648224,0.40488565488565487,0.9999999999239781,0.3517786561305195,15,0.05928853754940711,0.03299749453595607,0.9999999999239781,0.05928853754740841,63,0.2490118577075099,0.08793112639266486,0.9999999999239781,0.2490118576952642,7,0.02766798418972332,0.015761323453631147,0.9999999999239781,0.02766798418881815,0,0.0,0.012998205305897613,0.9999999999239781,9.88147685230429e-13,76,0.30039525691699603,0.18286777902162518,0.9999999999239781,0.30039525690806135,3,0.011857707509881422,0.2625584164045702,0.9999999999239781,0.011857707528940154,6,1,1,1,1,0,1,1
303,MRN,101,30,0.297029702970297,0.40488565488565487,0.9996965529699712,0.29706243153857664,1,0.009900990099009901,0.03299749453595607,0.9996965529699712,0.00990799866468534,9,0.0891089108910891,0.08793112639266486,0.9996965529699712,0.08910855349588104,0,0.0,0.015761323453631147,0.9996965529699712,4.782726791328035e-06,0,0.0,0.012998205305897613,0.9996965529699712,3.944266795779545e-06,15,0.1485148514851485,0.18286777902162518,0.9996965529699712,0.14852527577898225,46,0.45544554455445546,0.2625584164045702,0.9996965529699712,0.4553870135282876,5,1,1,1,0,0,1,1
304,BER,25,16,0.64,0.40488565488565487,0.6224593312018546,0.5512347729014921,2,0.08,0.03299749453595607,0.6224593312018546,0.062254642651916374,0,0.0,0.08793112639266486,0.6224593312018546,0.03319757626646094,1,0.04,0.015761323453631147,0.6224593312018546,0.030848913845901983,0,0.0,0.012998205305897613,0.6224593312018546,0.004907351124364187,6,0.24,0.18286777902162518,0.6224593312018546,0.21843026308190094,0,0.0,0.2625584164045702,0.6224593312018546,0.09912648012796339,4,1,1,0,1,0,1,0
305,MXI,23,14,0.6086956521739131,0.40488565488565487,0.574442516811659,0.5219627826792993,2,0.08695652173913043,0.03299749453595607,0.574442516811659,0.06399385392725633,0,0.0,0.08793112639266486,0.574442516811659,0.03741974884157836,1,0.043478260869565216,0.015761323453631147,0.574442516811659,0.03168311074115156,0,0.0,0.012998205305897613,0.574442516811659,0.005531483535943128,6,0.2608695652173913,0.18286777902162518,0.574442516811659,0.22767532139972596,0,0.0,0.2625584164045702,0.574442516811659,0.11173369887504532,4,1,1,0,1,0,1,0
306,OFS,268,134,0.5,0.40488565488565487,0.9999999999830371,0.49999999999838657,1,0.0037313432835820895,0.03299749453595607,0.9999999999830371,0.0037313432840785274,59,0.22014925373134328,0.08793112639266486,0.9999999999830371,0.22014925372910046,6,0.022388059701492536,0.015761323453631147,0.9999999999830371,0.02238805970138013,33,0.12313432835820895,0.012998205305897613,0.9999999999830371,0.12313432835634072,34,0.12686567164179105,0.18286777902162518,0.9999999999830371,0.126865671642741,1,0.0037313432835820895,0.2625584164045702,0.9999999999830371,0.0037313432879725406,7,1,1,1,1,1,1,1
307,MCI,28,16,0.5714285714285714,0.40488565488565487,0.6899744811276125,0.519796017312833,0,0.0,0.03299749453595607,0.6899744811276125,0.010230065364998552,0,0.0,0.08793112639266486,0.6899744811276125,0.02726089308491941,4,0.14285714285714285,0.015761323453631147,0.6899744811276125,0.10345419550005788,0,0.0,0.012998205305897613,0.6899744811276125,0.0040297753443707274,0,0.0,0.18286777902162518,0.6899744811276125,0.056693678076220444,8,0.2857142857142857,0.2625584164045702,0.6899744811276125,0.2785353753166,3,1,0,0,1,0,0,1
308,ASK,117,23,0.19658119658119658,0.40488565488565487,0.9999387202603833,0.19659396142416247,0,0.0,0.03299749453595607,0.9999387202603833,2.022077873165908e-06,31,0.26495726495726496,0.08793112639266486,0.9999387202603833,0.2649464168415884,9,0.07692307692307693,0.015761323453631147,0.9999387202603833,0.07691932894674983,0,0.0,0.012998205305897613,0.9999387202603833,7.965266366294357e-07,54,0.46153846153846156,0.18286777902162518,0.9999387202603833,0.4615213846715981,0,0.0,0.2625584164045702,0.9999387202603833,1.6089511391437512e-05,4,1,0,1,1,0,1,0
309,GNL,66,2,0.030303030303030304,0.40488565488565487,0.9900481981330957,0.03403080236566156,0,0.0,0.03299749453595607,0.9900481981330957,0.00032838452772609056,22,0.3333333333333333,0.08793112639266486,0.9900481981330957,0.33089113919215873,8,0.12121212121212122,0.015761323453631147,0.9900481981330957,0.12016269576612174,0,0.0,0.012998205305897613,0.9900481981330957,0.00012935556382963662,34,0.5151515151515151,0.18286777902162518,0.9900481981330957,0.5118446932459558,0,0.0,0.2625584164045702,0.9900481981330957,0.002612929338546426,4,1,0,1,1,0,1,0
310,ICE,143,23,0.16083916083916083,0.40488565488565487,0.9999954482762552,0.16084027167138262,0,0.0,0.03299749453595607,0.9999954482762552,1.5019547939840475e-07,42,0.2937062937062937,0.08793112639266486,0.9999954482762552,0.29370535707457857,16,0.11188811188811189,0.015761323453631147,0.9999954482762552,0.11188767434552646,0,0.0,0.012998205305897613,0.9999954482762552,5.916423973071248e-08,62,0.43356643356643354,0.18286777902162518,0.9999954482762552,0.43356529245541486,0,0.0,0.2625584164045702,0.9999954482762552,1.1950933783472421e-06,4,1,0,1,1,0,1,0
311,IRK,291,81,0.27835051546391754,0.40488565488565487,0.9999999999982994,0.2783505154641327,2,0.006872852233676976,0.03299749453595607,0.9999999999982994,0.006872852233721404,73,0.2508591065292096,0.08793112639266486,0.9999999999982994,0.25085910652893256,9,0.030927835051546393,0.015761323453631147,0.9999999999982994,0.0309278350515206,0,0.0,0.012998205305897613,0.9999999999982994,2.2105263050657925e-14,119,0.40893470790378006,0.18286777902162518,0.9999999999982994,0.4089347079033956,7,0.024054982817869417,0.2625584164045702,0.9999999999982994,0.024054982818275027,6,1,1,1,1,0,1,1
312,KAM,150,30,0.2,0.40488565488565487,0.999997739675702,0.20000046310802405,0,0.0,0.03299749453595607,0.999997739675702,7.458503867121038e-08,35,0.23333333333333334,0.08793112639266486,0.999997739675702,0.233333004677192,9,0.06,0.015761323453631147,0.999997739675702,0.059999900006244486,0,0.0,0.012998205305897613,0.999997739675702,2.9380159282708883e-08,76,0.5066666666666667,0.18286777902162518,0.999997739675702,0.5066659347761734,0,0.0,0.2625584164045702,0.999997739675702,5.93467168231451e-07,4,1,0,1,1,0,1,0
