,accepted_family,Genus,accepted_species,accepted_species_w_author
11942,Rubiaceae,Rosenbergiodendron,Rosenbergiodendron formosum,Rosenbergiodendron formosum (Jacq.) Fagerl.
11956,Rubiaceae,Rosenbergiodendron,Rosenbergiodendron longiflorum,Rosenbergiodendron longiflorum (Ruiz & Pav.) Fagerl.
11958,Rubiaceae,Rothmannia,Rothmannia globosa,Rothmannia globosa (Hochst.) Keay
11969,Rubiaceae,Rothmannia,Rothmannia longiflora,Rothmannia longiflora Salisb.
11973,Rubiaceae,Rothmannia,Rothmannia urcelliformis,Rothmannia urcelliformis (Hiern) Bullock ex Robyns
11974,Rubiaceae,Rubia,Rubia alata,Rubia alata Wall.
11983,Rubiaceae,Rubia,Rubia argyi,Rubia argyi (H.Lév. & Vaniot) H.Hara
12010,Rubiaceae,Rubia,Rubia cordifolia,Rubia cordifolia L.
12111,Rubiaceae,Rubia,Rubia manjith,Rubia manjith Roxb.
12113,Rubiaceae,Rubia,Rubia oncotricha,Rubia oncotricha Hand.-Mazz.
12134,Rubiaceae,Rubia,Rubia peregrina,Rubia peregrina L.
12136,Rubiaceae,Rubia,Rubia schumanniana,Rubia schumanniana E.Pritz.
12140,Rubiaceae,Rubia,Rubia tinctorum,Rubia tinctorum L.
12187,Rubiaceae,Rubia,Rubia wallichiana,Rubia wallichiana Decne.
12230,Rubiaceae,Rubia,Rubia yunnanensis,Rubia yunnanensis Diels
12355,Rubiaceae,Rudgea,Rudgea jasminoides,Rudgea jasminoides (Cham.) Müll.Arg.
12361,Rubiaceae,Rudgea,Rudgea viburnoides,Rudgea viburnoides (Cham.) Benth.
12368,Apocynaceae,Ruehssia,Ruehssia cundurango,Ruehssia cundurango (Triana) Liede & H.A.Keller
12372,Rubiaceae,Saprosma,Saprosma fragrans,Saprosma fragrans (Bedd.) Bedd.
12374,Rubiaceae,Saprosma,Saprosma scortechinii,Saprosma scortechinii King & Gamble
12405,Apocynaceae,Sarcolobus,Sarcolobus globosus,Sarcolobus globosus Wall.
12426,Gentianaceae,Schenkia,Schenkia spicata,Schenkia spicata (L.) G.Mans.
12448,Apocynaceae,Schizozygia,Schizozygia coffeoides,Schizozygia coffeoides Baill.
12460,Gentianaceae,Schultesia,Schultesia guianensis,Schultesia guianensis (Aubl.) Malme
12462,Rubiaceae,Schumanniophyton,Schumanniophyton magnificum,Schumanniophyton magnificum (K.Schum.) Harms
12477,Rubiaceae,Schumanniophyton,Schumanniophyton problematicum,Schumanniophyton problematicum (A.Chev.) Aubrév.
12486,Rubiaceae,Scleromitrion,Scleromitrion diffusum,Scleromitrion diffusum (Willd.) R.J.Wang
12553,Rubiaceae,Scleromitrion,Scleromitrion tenelliflorum,Scleromitrion tenelliflorum (Blume) Korth.
12557,Rubiaceae,Scleromitrion,Scleromitrion verticillatum,Scleromitrion verticillatum (L.) R.J.Wang
12558,Rubiaceae,Scyphiphora,Scyphiphora hydrophylacea,Scyphiphora hydrophylacea C.F.Gaertn.
12577,Apocynaceae,Secamone,Secamone afzelii,Secamone afzelii (Roem. & Schult.) K.Schum.
12593,Rubiaceae,Simira,Simira eliezeriana,Simira eliezeriana Peixoto
12598,Rubiaceae,Simira,Simira maxonii,Simira maxonii (Standl.) Steyerm.
12599,Rubiaceae,Simira,Simira mexicana,Simira mexicana (Bullock) Steyerm.
12601,Rubiaceae,Simira,Simira rubescens,Simira rubescens (Benth.) Bremek. ex Steyerm.
12607,Rubiaceae,Simira,Simira rubra,Simira rubra (Mart.) Steyerm.
12608,Rubiaceae,Simira,Simira salvadorensis,Simira salvadorensis (Standl.) Steyerm.
12610,Rubiaceae,Simira,Simira tinctoria,Simira tinctoria Aubl.
12616,Rubiaceae,Simira,Simira williamsii,Simira williamsii (Standl.) Steyerm.
12627,Rubiaceae,Singaporandia,Singaporandia macrophylla,Singaporandia macrophylla (Hook.f.) K.M.Wong
12633,Apocynaceae,Sinomarsdenia,Sinomarsdenia incisa,Sinomarsdenia incisa (P.T.Li & Y.H.Li) P.T.Li & J.J.Chen
12639,Rubiaceae,Solenandra,Solenandra mexicana,Solenandra mexicana (A.Gray) Borhidi
12652,Apocynaceae,Solenostemma,Solenostemma arghel,Solenostemma arghel (Delile) Hayne
12703,Rubiaceae,Spermacoce,Spermacoce alata,Spermacoce alata Aubl.
12705,Rubiaceae,Spermacoce,Spermacoce articularis,Spermacoce articularis L.f.
12710,Rubiaceae,Spermacoce,Spermacoce capitata,Spermacoce capitata Ruiz & Pav.
12712,Rubiaceae,Spermacoce,Spermacoce latifolia,Spermacoce latifolia Aubl.
12719,Rubiaceae,Spermacoce,Spermacoce ocymoides,Spermacoce ocymoides Burm.f.
12725,Rubiaceae,Spermacoce,Spermacoce pusilla,Spermacoce pusilla Wall.
12748,Rubiaceae,Spermacoce,Spermacoce remota,Spermacoce remota Lam.
12749,Rubiaceae,Spermacoce,Spermacoce tenuior,Spermacoce tenuior L.
12750,Rubiaceae,Spermacoce,Spermacoce verticillata,Spermacoce verticillata L.
12762,Loganiaceae,Spigelia,Spigelia anthelmia,Spigelia anthelmia L.
12766,Apocynaceae,Stapelia,Stapelia gigantea,Stapelia gigantea N.E.Br.
12767,Apocynaceae,Stapelia,Stapelia hirsuta,Stapelia hirsuta L.
12769,Rubiaceae,Stenostomum,Stenostomum acreanum,Stenostomum acreanum (K.Krause) Achille & Delprete
12779,Rubiaceae,Stenostomum,Stenostomum acutatum,Stenostomum acutatum DC.
12787,Rubiaceae,Stenostomum,Stenostomum lucidum,Stenostomum lucidum (Sw.) C.F.Gaertn.
12791,Rubiaceae,Stenostomum,Stenostomum portoricense,Stenostomum portoricense Britton & P.Wilson
12793,Rubiaceae,Stenostomum,Stenostomum resinosum,Stenostomum resinosum (Vahl) Griseb.
12795,Apocynaceae,Stephanotis,Stephanotis floribunda,Stephanotis floribunda Jacques
12796,Apocynaceae,Stephanotis,Stephanotis volubilis,"Stephanotis volubilis (L.f.) S.Reuss, Liede & Meve"
12822,Apocynaceae,Strempeliopsis,Strempeliopsis strempelioides,Strempeliopsis strempelioides (Griseb.) Benth. ex B.D.Jacks.
12846,Apocynaceae,Streptocaulon,Streptocaulon juventas,Streptocaulon juventas (Lour.) Merr.
12868,Apocynaceae,Strophanthus,Strophanthus boivinii,Strophanthus boivinii Baill.
12875,Apocynaceae,Strophanthus,Strophanthus courmontii,Strophanthus courmontii Sacleux ex Franch.
12877,Apocynaceae,Strophanthus,Strophanthus divaricatus,Strophanthus divaricatus (Lour.) Hook. & Arn.
12891,Apocynaceae,Strophanthus,Strophanthus eminii,Strophanthus eminii Asch. ex Pax
12898,Apocynaceae,Strophanthus,Strophanthus gratus,Strophanthus gratus (Wall. & Hook.) Baill.
12905,Apocynaceae,Strophanthus,Strophanthus hispidus,Strophanthus hispidus DC.
12912,Apocynaceae,Strophanthus,Strophanthus kombe,Strophanthus kombe Oliv.
12939,Apocynaceae,Strophanthus,Strophanthus nicholsonii,Strophanthus nicholsonii Holmes
12941,Apocynaceae,Strophanthus,Strophanthus sarmentosus,Strophanthus sarmentosus DC.
12947,Apocynaceae,Strophanthus,Strophanthus thollonii,Strophanthus thollonii Franch.
12948,Rubiaceae,Strumpfia,Strumpfia maritima,Strumpfia maritima Jacq.
12950,Loganiaceae,Strychnos,Strychnos aculeata,Strychnos aculeata Soler.
12953,Loganiaceae,Strychnos,Strychnos afzelii,Strychnos afzelii Gilg
12957,Loganiaceae,Strychnos,Strychnos amazonica,Strychnos amazonica Krukoff
12962,Loganiaceae,Strychnos,Strychnos angolensis,Strychnos angolensis Gilg
12978,Loganiaceae,Strychnos,Strychnos angustiflora,Strychnos angustiflora Benth.
12992,Loganiaceae,Strychnos,Strychnos atlantica,Strychnos atlantica Krukoff & Barneby
12998,Loganiaceae,Strychnos,Strychnos axillaris,Strychnos axillaris Colebr.
13034,Loganiaceae,Strychnos,Strychnos barnhartiana,Strychnos barnhartiana Krukoff
13035,Loganiaceae,Strychnos,Strychnos barteri,Strychnos barteri Soler.
13036,Loganiaceae,Strychnos,Strychnos boonei,Strychnos boonei De Wild.
13037,Loganiaceae,Strychnos,Strychnos brachiata,Strychnos brachiata Ruiz & Pav.
13038,Loganiaceae,Strychnos,Strychnos brasiliensis,Strychnos brasiliensis (Spreng.) Mart.
13040,Loganiaceae,Strychnos,Strychnos camptoneura,Strychnos camptoneura Gilg & Busse
13046,Loganiaceae,Strychnos,Strychnos castelnaeana,Strychnos castelnaeana Baill.
13048,Loganiaceae,Strychnos,Strychnos cathayensis,Strychnos cathayensis Merr.
13059,Loganiaceae,Strychnos,Strychnos chrysophylla,Strychnos chrysophylla Gilg
13061,Loganiaceae,Strychnos,Strychnos cocculoides,Strychnos cocculoides Baker
13073,Loganiaceae,Strychnos,Strychnos congolana,Strychnos congolana Gilg
13074,Loganiaceae,Strychnos,Strychnos dale,Strychnos dale De Wild.
13079,Loganiaceae,Strychnos,Strychnos decussata,Strychnos decussata (Pappe) Gilg
13090,Loganiaceae,Strychnos,Strychnos densiflora,Strychnos densiflora Baill.
13091,Loganiaceae,Strychnos,Strychnos diaboli,Strychnos diaboli Sandwith
13092,Loganiaceae,Strychnos,Strychnos dinklagei,Strychnos dinklagei Gilg
13096,Loganiaceae,Strychnos,Strychnos diplotricha,Strychnos diplotricha Leeuwenb.
13103,Loganiaceae,Strychnos,Strychnos divaricans,Strychnos divaricans Ducke
13110,Loganiaceae,Strychnos,Strychnos dolichothyrsa,Strychnos dolichothyrsa Gilg ex Onochie & Hepper
13124,Loganiaceae,Strychnos,Strychnos elaeocarpa,Strychnos elaeocarpa Gilg ex Leeuwenb.
13129,Loganiaceae,Strychnos,Strychnos erichsonii,Strychnos erichsonii R.H.Schomb. ex Progel
13132,Loganiaceae,Strychnos,Strychnos fendleri,Strychnos fendleri Sprague & Sandwith
13141,Loganiaceae,Strychnos,Strychnos floribunda,Strychnos floribunda Gilg
13142,Loganiaceae,Strychnos,Strychnos froesii,Strychnos froesii Ducke
13145,Loganiaceae,Strychnos,Strychnos gardneri,Strychnos gardneri A.DC.
13147,Loganiaceae,Strychnos,Strychnos gossweileri,Strychnos gossweileri Exell
13154,Loganiaceae,Strychnos,Strychnos guianensis,Strychnos guianensis (Aubl.) Mart.
13175,Loganiaceae,Strychnos,Strychnos henningsii,Strychnos henningsii Gilg
13210,Loganiaceae,Strychnos,Strychnos hirsuta,Strychnos hirsuta Spruce ex Benth.
13212,Loganiaceae,Strychnos,Strychnos icaja,Strychnos icaja Baill.
13261,Loganiaceae,Strychnos,Strychnos ignatii,Strychnos ignatii P.J.Bergius
13277,Loganiaceae,Strychnos,Strychnos jobertiana,Strychnos jobertiana Baill.
13280,Loganiaceae,Strychnos,Strychnos johnsonii,Strychnos johnsonii Hutch. & M.B.Moss
13306,Loganiaceae,Strychnos,Strychnos kasengaensis,Strychnos kasengaensis De Wild.
13314,Loganiaceae,Strychnos,Strychnos ledermannii,Strychnos ledermannii Gilg & Gilg-Ben.
13317,Loganiaceae,Strychnos,Strychnos longicaudata,Strychnos longicaudata Gilg
13326,Loganiaceae,Strychnos,Strychnos lucens,Strychnos lucens Baker
13330,Loganiaceae,Strychnos,Strychnos lucida,Strychnos lucida R.Br.
13369,Loganiaceae,Strychnos,Strychnos madagascariensis,Strychnos madagascariensis Poir.
13373,Loganiaceae,Strychnos,Strychnos malacoclados,Strychnos malacoclados C.H.Wright
13374,Loganiaceae,Strychnos,Strychnos matopensis,Strychnos matopensis S.Moore
13392,Loganiaceae,Strychnos,Strychnos mattogrossensis,Strychnos mattogrossensis S.Moore
13395,Loganiaceae,Strychnos,Strychnos medeola,Strychnos medeola Sagot ex Progel
13396,Loganiaceae,Strychnos,Strychnos melinoniana,Strychnos melinoniana Baill.
13400,Loganiaceae,Strychnos,Strychnos mellodora,Strychnos mellodora S.Moore
13410,Loganiaceae,Strychnos,Strychnos mimfiensis,Strychnos mimfiensis Gilg ex Leeuwenb.
13418,Loganiaceae,Strychnos,Strychnos minor,Strychnos minor Dennst.
13421,Loganiaceae,Strychnos,Strychnos mitis,Strychnos mitis S.Moore
13426,Loganiaceae,Strychnos,Strychnos mitscherlichii,Strychnos mitscherlichii M.R.Schomb.
13430,Loganiaceae,Strychnos,Strychnos moandaensis,Strychnos moandaensis De Wild.
13431,Loganiaceae,Strychnos,Strychnos myrtoides,Strychnos myrtoides Gilg & Busse
13440,Loganiaceae,Strychnos,Strychnos ngouniensis,Strychnos ngouniensis Pellegr.
13456,Loganiaceae,Strychnos,Strychnos nigritana,Strychnos nigritana Baker
13458,Loganiaceae,Strychnos,Strychnos nitida,Strychnos nitida G.Don
13460,Loganiaceae,Strychnos,Strychnos nux-blanda,Strychnos nux-blanda A.W.Hill
13461,Loganiaceae,Strychnos,Strychnos nux-vomica,Strychnos nux-vomica L.
13539,Loganiaceae,Strychnos,Strychnos panamensis,Strychnos panamensis Seem.
13544,Loganiaceae,Strychnos,Strychnos panganensis,Strychnos panganensis Gilg
13554,Loganiaceae,Strychnos,Strychnos parvifolia,Strychnos parvifolia A.DC.
13555,Loganiaceae,Strychnos,Strychnos potatorum,Strychnos potatorum L.f.
13589,Loganiaceae,Strychnos,Strychnos pseudoquina,Strychnos pseudoquina A.St.-Hil.
13597,Loganiaceae,Strychnos,Strychnos psilosperma,Strychnos psilosperma F.Muell.
13602,Loganiaceae,Strychnos,Strychnos romeu-belenii,Strychnos romeu-belenii Krukoff & Barneby
13603,Loganiaceae,Strychnos,Strychnos rondeletioides,Strychnos rondeletioides Spruce ex Benth.
13604,Loganiaceae,Strychnos,Strychnos rubiginosa,Strychnos rubiginosa A.DC.
13607,Loganiaceae,Strychnos,Strychnos solimoesana,Strychnos solimoesana Krukoff
13610,Loganiaceae,Strychnos,Strychnos soubrensis,Strychnos soubrensis Hutch. & Dalziel
13613,Loganiaceae,Strychnos,Strychnos spinosa,Strychnos spinosa Lam.
13688,Loganiaceae,Strychnos,Strychnos splendens,Strychnos splendens Gilg
13690,Loganiaceae,Strychnos,Strychnos staudtii,Strychnos staudtii Gilg
13695,Loganiaceae,Strychnos,Strychnos subcordata,Strychnos subcordata Spruce ex Benth.
13696,Loganiaceae,Strychnos,Strychnos tabascana,Strychnos tabascana Sprague & Sandwith
13698,Loganiaceae,Strychnos,Strychnos tchibangensis,Strychnos tchibangensis Pellegr.
13701,Loganiaceae,Strychnos,Strychnos toxifera,Strychnos toxifera R.H.Schomb. ex Lindl.
13714,Loganiaceae,Strychnos,Strychnos tricalysioides,Strychnos tricalysioides Hutch. & M.B.Moss
13719,Loganiaceae,Strychnos,Strychnos trinervis,Strychnos trinervis (Vell.) Mart.
13728,Loganiaceae,Strychnos,Strychnos urceolata,Strychnos urceolata Leeuwenb.
13729,Loganiaceae,Strychnos,Strychnos usambarensis,Strychnos usambarensis Gilg ex Engl.
13762,Loganiaceae,Strychnos,Strychnos vanprukii,Strychnos vanprukii Craib
13778,Loganiaceae,Strychnos,Strychnos variabilis,Strychnos variabilis De Wild.
13807,Loganiaceae,Strychnos,Strychnos wallichiana,Strychnos wallichiana Steud. ex A.DC.
13833,Loganiaceae,Strychnos,Strychnos xantha,Strychnos xantha Leeuwenb.
13839,Gentianaceae,Swertia,Swertia alata,Swertia alata (D.Don ex G.Don) Royle ex C.B.Clarke
13840,Gentianaceae,Swertia,Swertia angustifolia,Swertia angustifolia Buch.-Ham. ex D.Don
13856,Gentianaceae,Swertia,Swertia arisanensis,Swertia arisanensis Hayata
13859,Gentianaceae,Swertia,Swertia bimaculata,Swertia bimaculata (Siebold & Zucc.) Hook.f. & Thomson ex C.B.Clarke
13863,Gentianaceae,Swertia,Swertia brownii,Swertia brownii J.Shah
13880,Gentianaceae,Swertia,Swertia chirayita,Swertia chirayita (Roxb.) H.Karst.
13917,Gentianaceae,Swertia,Swertia cincta,Swertia cincta Burkill
13921,Gentianaceae,Swertia,Swertia cordata,Swertia cordata (G.Don) Wall. ex C.B.Clarke
13922,Gentianaceae,Swertia,Swertia corymbosa,Swertia corymbosa (Griseb.) Fielding & Gardner
13934,Gentianaceae,Swertia,Swertia cuneata,Swertia cuneata D.Don
13935,Gentianaceae,Swertia,Swertia davidii,Swertia davidii Franch.
13940,Gentianaceae,Swertia,Swertia decora,Swertia decora Franch.
13947,Gentianaceae,Swertia,Swertia delavayi,Swertia delavayi Franch.
13951,Gentianaceae,Swertia,Swertia densifolia,Swertia densifolia (Griseb.) Kashyapa
13955,Gentianaceae,Swertia,Swertia dilatata,Swertia dilatata C.B.Clarke
13963,Gentianaceae,Swertia,Swertia diluta,Swertia diluta (Turcz.) Benth. & Hook.f.
13968,Gentianaceae,Swertia,Swertia erythrosticta,Swertia erythrosticta Maxim.
13974,Gentianaceae,Swertia,Swertia fasciculata,Swertia fasciculata T.N.Ho & S.W.Liu
13979,Gentianaceae,Swertia,Swertia franchetiana,Swertia franchetiana Harry Sm.
13992,Gentianaceae,Swertia,Swertia hickinii,Swertia hickinii Burkill
13993,Gentianaceae,Swertia,Swertia hookeri,Swertia hookeri C.B.Clarke
14006,Gentianaceae,Swertia,Swertia iberica,Swertia iberica Fisch. ex C.A.Mey.
14012,Gentianaceae,Swertia,Swertia japonica,Swertia japonica (Schult.) Makino
14134,Gentianaceae,Swertia,Swertia kouitchensis,Swertia kouitchensis Franch.
14148,Gentianaceae,Swertia,Swertia lawii,Swertia lawii (C.B.Clarke) Burkill
14153,Gentianaceae,Swertia,Swertia leducii,Swertia leducii Franch.
14173,Gentianaceae,Swertia,Swertia longifolia,Swertia longifolia Boiss.
14180,Gentianaceae,Swertia,Swertia macrosperma,Swertia macrosperma (C.B.Clarke) C.B.Clarke
14192,Gentianaceae,Swertia,Swertia marginata,Swertia marginata Schrenk
14193,Gentianaceae,Swertia,Swertia mileensis,Swertia mileensis T.N.Ho & W.L.Shih
14220,Gentianaceae,Swertia,Swertia mussotii,Swertia mussotii Franch.
14230,Gentianaceae,Swertia,Swertia nervosa,Swertia nervosa (G.Don) Wall. ex C.B.Clarke
14241,Gentianaceae,Swertia,Swertia paniculata,Swertia paniculata Wall.
14254,Gentianaceae,Swertia,Swertia patens,Swertia patens Burkill
14258,Gentianaceae,Swertia,Swertia perennis,Swertia perennis L.
14273,Gentianaceae,Swertia,Swertia petiolata,Swertia petiolata D.Don
14283,Gentianaceae,Swertia,Swertia przewalskii,Swertia przewalskii Pissjauk.
14284,Gentianaceae,Swertia,Swertia pseudochinensis,Swertia pseudochinensis H.Hara
14304,Gentianaceae,Swertia,Swertia pubescens,Swertia pubescens Franch.
14313,Gentianaceae,Swertia,Swertia punctata,Swertia punctata Baumg.
14325,Gentianaceae,Swertia,Swertia punicea,Swertia punicea Hemsl.
14357,Gentianaceae,Swertia,Swertia purpurascens,Swertia purpurascens (D.Don) C.B.Clarke
14370,Gentianaceae,Swertia,Swertia racemosa,Swertia racemosa (Griseb.) Wall. ex C.B.Clarke
14377,Gentianaceae,Swertia,Swertia souliei,Swertia souliei Burkill
14382,Gentianaceae,Swertia,Swertia speciosa,Swertia speciosa D.Don
14396,Gentianaceae,Swertia,Swertia swertopsis,Swertia swertopsis Makino
14404,Gentianaceae,Swertia,Swertia tetrapetala,Swertia tetrapetala Pall.
14409,Gentianaceae,Swertia,Swertia thomsonii,Swertia thomsonii C.B.Clarke
14411,Gentianaceae,Swertia,Swertia verticillifolia,Swertia verticillifolia T.N.Ho & S.W.Liu
14413,Rubiaceae,Syringantha,Syringantha coulteri,Syringantha coulteri (Hook.f.) T.McDowell
14418,Apocynaceae,Tabernaemontana,Tabernaemontana africana,Tabernaemontana africana Hook.
14450,Apocynaceae,Tabernaemontana,Tabernaemontana alba,Tabernaemontana alba Mill.
14465,Apocynaceae,Tabernaemontana,Tabernaemontana alternifolia,Tabernaemontana alternifolia L.
14494,Apocynaceae,Tabernaemontana,Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia Jacq.
14502,Apocynaceae,Tabernaemontana,Tabernaemontana apoda,Tabernaemontana apoda C.Wright
14519,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,Tabernaemontana arborea Rose
14529,Apocynaceae,Tabernaemontana,Tabernaemontana attenuata,Tabernaemontana attenuata (Miers) Urb.
14545,Apocynaceae,Tabernaemontana,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca Gaudich.
14549,Apocynaceae,Tabernaemontana,Tabernaemontana bovina,Tabernaemontana bovina Lour.
14617,Apocynaceae,Tabernaemontana,Tabernaemontana brachyantha,Tabernaemontana brachyantha Stapf
14622,Apocynaceae,Tabernaemontana,Tabernaemontana bufalina,Tabernaemontana bufalina Lour.
14643,Apocynaceae,Tabernaemontana,Tabernaemontana calcarea,Tabernaemontana calcarea Pichon
14679,Apocynaceae,Tabernaemontana,Tabernaemontana capuronii,Tabernaemontana capuronii Leeuwenb.
14681,Apocynaceae,Tabernaemontana,Tabernaemontana catharinensis,Tabernaemontana catharinensis A.DC.
14737,Apocynaceae,Tabernaemontana,Tabernaemontana cerifera,Tabernaemontana cerifera Pancher & Sebert
14750,Apocynaceae,Tabernaemontana,Tabernaemontana ciliata,Tabernaemontana ciliata Pichon
14759,Apocynaceae,Tabernaemontana,Tabernaemontana citrifolia,Tabernaemontana citrifolia L.
14781,Apocynaceae,Tabernaemontana,Tabernaemontana coffeoides,Tabernaemontana coffeoides Bojer ex A.DC.
14830,Apocynaceae,Tabernaemontana,Tabernaemontana contorta,Tabernaemontana contorta Stapf
14838,Apocynaceae,Tabernaemontana,Tabernaemontana coriacea,Tabernaemontana coriacea Link ex Roem. & Schult.
14841,Apocynaceae,Tabernaemontana,Tabernaemontana corymbosa,Tabernaemontana corymbosa Roxb. ex Wall.
14945,Apocynaceae,Tabernaemontana,Tabernaemontana crassa,Tabernaemontana crassa Benth.
14975,Apocynaceae,Tabernaemontana,Tabernaemontana crassifolia,Tabernaemontana crassifolia Pichon
14978,Apocynaceae,Tabernaemontana,Tabernaemontana cymosa,Tabernaemontana cymosa Jacq.
15031,Apocynaceae,Tabernaemontana,Tabernaemontana debrayi,Tabernaemontana debrayi (Markgr.) Leeuwenb.
15036,Apocynaceae,Tabernaemontana,Tabernaemontana dichotoma,Tabernaemontana dichotoma Roxb. ex Wall.
15075,Apocynaceae,Tabernaemontana,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.
15201,Apocynaceae,Tabernaemontana,Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii Rose
15202,Apocynaceae,Tabernaemontana,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa Stapf
15239,Apocynaceae,Tabernaemontana,Tabernaemontana elegans,Tabernaemontana elegans Stapf
15264,Apocynaceae,Tabernaemontana,Tabernaemontana eusepala,Tabernaemontana eusepala Aug.DC.
15269,Apocynaceae,Tabernaemontana,Tabernaemontana eusepaloides,Tabernaemontana eusepaloides (Markgr.) Leeuwenb.
15270,Apocynaceae,Tabernaemontana,Tabernaemontana flavicans,Tabernaemontana flavicans Roem. & Schult.
15285,Apocynaceae,Tabernaemontana,Tabernaemontana glabra,Tabernaemontana glabra (Benth.) A.O.Simões & M.E.Endress
15295,Apocynaceae,Tabernaemontana,Tabernaemontana glandulosa,Tabernaemontana glandulosa (Stapf) Pichon
15309,Apocynaceae,Tabernaemontana,Tabernaemontana grandiflora,Tabernaemontana grandiflora Jacq.
15326,Apocynaceae,Tabernaemontana,Tabernaemontana heterophylla,Tabernaemontana heterophylla Vahl
15347,Apocynaceae,Tabernaemontana,Tabernaemontana humblotii,Tabernaemontana humblotii (Baill.) Pichon
15363,Apocynaceae,Tabernaemontana,Tabernaemontana hystrix,Tabernaemontana hystrix Steud.
15398,Apocynaceae,Tabernaemontana,Tabernaemontana inconspicua,Tabernaemontana inconspicua Stapf
15407,Apocynaceae,Tabernaemontana,Tabernaemontana laeta,Tabernaemontana laeta Mart.
15434,Apocynaceae,Tabernaemontana,Tabernaemontana laurifolia,Tabernaemontana laurifolia L.
15437,Apocynaceae,Tabernaemontana,Tabernaemontana litoralis,Tabernaemontana litoralis Kunth
15441,Apocynaceae,Tabernaemontana,Tabernaemontana longipes,Tabernaemontana longipes Donn.Sm.
15445,Apocynaceae,Tabernaemontana,Tabernaemontana macrocalyx,Tabernaemontana macrocalyx Müll.Arg.
15452,Apocynaceae,Tabernaemontana,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa Jack
15461,Apocynaceae,Tabernaemontana,Tabernaemontana markgrafiana,Tabernaemontana markgrafiana J.F.Macbr.
15480,Apocynaceae,Tabernaemontana,Tabernaemontana mocquerysi,Tabernaemontana mocquerysi Aug.DC.
15493,Apocynaceae,Tabernaemontana,Tabernaemontana muricata,Tabernaemontana muricata Link ex Roem. & Schult.
15496,Apocynaceae,Tabernaemontana,Tabernaemontana odoratissima,Tabernaemontana odoratissima (Stapf) Leeuwenb.
15505,Apocynaceae,Tabernaemontana,Tabernaemontana oppositifolia,Tabernaemontana oppositifolia (Spreng.) Urb.
15509,Apocynaceae,Tabernaemontana,Tabernaemontana pachysiphon,Tabernaemontana pachysiphon Stapf
15560,Apocynaceae,Tabernaemontana,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui Poir.
15602,Apocynaceae,Tabernaemontana,Tabernaemontana pauciflora,Tabernaemontana pauciflora Blume
15607,Apocynaceae,Tabernaemontana,Tabernaemontana peduncularis,Tabernaemontana peduncularis Wall.
15614,Apocynaceae,Tabernaemontana,Tabernaemontana penduliflora,Tabernaemontana penduliflora K.Schum.
15622,Apocynaceae,Tabernaemontana,Tabernaemontana persicariifolia,Tabernaemontana persicariifolia Jacq.
15626,Apocynaceae,Tabernaemontana,Tabernaemontana peschiera,Tabernaemontana peschiera ined.
15630,Apocynaceae,Tabernaemontana,Tabernaemontana polyneura,Tabernaemontana polyneura (King & Gamble) D.J.Middleton
15647,Apocynaceae,Tabernaemontana,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon
15658,Apocynaceae,Tabernaemontana,Tabernaemontana retusa,Tabernaemontana retusa (Lam.) Pichon
15671,Apocynaceae,Tabernaemontana,Tabernaemontana robinsonii,Tabernaemontana robinsonii (Woodson) A.O.Simões & M.E.Endress
15677,Apocynaceae,Tabernaemontana,Tabernaemontana rupicola,Tabernaemontana rupicola Benth.
15679,Apocynaceae,Tabernaemontana,Tabernaemontana sananho,Tabernaemontana sananho Ruiz & Pav.
15685,Apocynaceae,Tabernaemontana,Tabernaemontana sessilifolia,Tabernaemontana sessilifolia Baker
15697,Apocynaceae,Tabernaemontana,Tabernaemontana siphilitica,Tabernaemontana siphilitica (L.f.) Leeuwenb.
15718,Apocynaceae,Tabernaemontana,Tabernaemontana solanifolia,Tabernaemontana solanifolia A.DC.
15732,Apocynaceae,Tabernaemontana,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa Blume
15747,Apocynaceae,Tabernaemontana,Tabernaemontana stapfiana,Tabernaemontana stapfiana Britten
15766,Apocynaceae,Tabernaemontana,Tabernaemontana stellata,Tabernaemontana stellata Pichon
15767,Apocynaceae,Tabernaemontana,Tabernaemontana ternifolia,Tabernaemontana ternifolia D.J.Middleton
15768,Apocynaceae,Tabernaemontana,Tabernaemontana tomentosa,Tabernaemontana tomentosa (Greenm.) A.O.Simões & M.E.Endress
15770,Apocynaceae,Tabernaemontana,Tabernaemontana undulata,Tabernaemontana undulata Vahl
15781,Apocynaceae,Tabernaemontana,Tabernaemontana vanheurckii,Tabernaemontana vanheurckii Müll.Arg.
15798,Apocynaceae,Tabernaemontana,Tabernaemontana ventricosa,Tabernaemontana ventricosa Hochst. ex A.DC.
15807,Apocynaceae,Tabernanthe,Tabernanthe iboga,Tabernanthe iboga Baill.
