,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,native_tdwg3_codes,intro_tdwg3_codes
869,3659-1,Riocreuxia,Riocreuxia Decne.,Apocynaceae,Genus,,,,,510925,3659-1,Genus,Accepted,Apocynaceae,,Riocreuxia,,,,,,Decne.,A.P.de Candolle,Prodr., 8: 640,(1844),,Tanzania to S. Africa,,,Riocreuxia,Decne.,510925,,,,,3659-1,,Y,,,,"('ANG', 'BUR', 'CPP', 'LES', 'MLW', 'MOZ', 'NAT', 'OFS', 'RWA', 'SWZ', 'TAN', 'TVL', 'ZAM', 'ZIM')",
870,1007277-1,Riodocea,Riodocea Delprete,Rubiaceae,Genus,,,,,179110,1007277-1,Genus,Accepted,Rubiaceae,,Riodocea,,,,,,Delprete,,Brittonia, 51: 17,(1999),,E. Brazil,,,Riodocea,Delprete,179110,,,,,1007277-1,,Y,,,,"('BZE', 'BZL')",
871,77206452-1,Riparoampelos,Riparoampelos Morillo,Apocynaceae,Genus,,,,,537315,77206452-1,Genus,Accepted,Apocynaceae,,Riparoampelos,,,,,,Morillo,,Pittieria, 39: 241,(2015),,S. Trop. America,,,Riparoampelos,Morillo,537315,,,,,77206452-1,,Y,,,,"('BZN', 'CLM', 'PER', 'VEN')",
872,35263-1,Riqueuria,Riqueuria Ruiz & Pav.,Rubiaceae,Genus,,,,,179112,35263-1,Genus,Accepted,Rubiaceae,,Riqueuria,,,,,,Ruiz & Pav.,,Fl. Peruv. Prodr.,: 18,(1794),,Peru,,,Riqueuria,Ruiz & Pav.,179112,,,,,35263-1,,Y,,,,"('PER',)",
873,326326-2,Robbrechtia,Robbrechtia De Block,Rubiaceae,Genus,,,,,216753,326326-2,Genus,Accepted,Rubiaceae,,Robbrechtia,,,,,,De Block,,Syst. Bot., 28: 146,(2003),,Madagascar,,,Robbrechtia,De Block,216753,,,,,326326-2,,Y,,,,"('MDG',)",
874,331914-2,Robynsia,Robynsia Hutch.,Rubiaceae,Genus,,,,,179190,331914-2,Genus,Accepted,Rubiaceae,,Robynsia,,,,,,Hutch.,J.Hutchinson & J.M.Dalziel,Fl. W. Trop. Afr., 2: 108,(1931),", nom. cons.",W. Trop. Africa,,,Robynsia,Hutch.,179190,,,,,331914-2,,Y,,,,"('GHA', 'IVO', 'NGA')",
875,925196-1,Rogersonanthus,Rogersonanthus Maguire & B.M.Boom,Gentianaceae,Genus,,,,,2427398,925196-1,Genus,Accepted,Gentianaceae,,Rogersonanthus,,,,,,Maguire & B.M.Boom,,Mem. New York Bot. Gard., 51: 3,(1989),,Trinidad to N. South America,,,Rogersonanthus,Maguire & B.M.Boom,2427398,,,,,925196-1,,N,,,,"('GUY', 'TRT', 'VEN')",
876,30058569-2,Rogiera,Rogiera Planch.,Rubiaceae,Genus,,,,,179337,30058569-2,Genus,Accepted,Rubiaceae,,Rogiera,,,,,,Planch.,,Fl. Serres Jard. Eur., 5: t. 442,(1849),,Mexico to Colombia,,,Rogiera,Planch.,179337,,,,,30058569-2,,Y,,,,"('BLZ', 'COS', 'ELS', 'GUA', 'HON', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN')",
877,893095-1,Roigella,Roigella Borhidi & M.Fernández,Rubiaceae,Genus,,,,,179367,893095-1,Genus,Accepted,Rubiaceae,,Roigella,,,,,,Borhidi & M.Fernández,,Acta Bot. Acad. Sci. Hung., 27: 310,(1981 publ. 1982),,Cuba,,,Roigella,Borhidi & M.Fernández,179367,,,,,893095-1,,Y,,,,"('CUB',)",
878,296324-2,Rojasia,Rojasia Malme,Apocynaceae,Genus,,,,,510948,296324-2,Genus,Accepted,Apocynaceae,,Rojasia,,,,,,Malme,,Ark. Bot., 4(14): 10,(1905),,Bolivia to NE. Argentina,,,Rojasia,Malme,510948,,,,,296324-2,,Y,,,,"('AGE', 'BOL', 'PAR')",
879,35267-1,Ronabea,Ronabea Aubl.,Rubiaceae,Genus,,,,,179383,35267-1,Genus,Accepted,Rubiaceae,,Ronabea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 154,(1775),,Trop. America,,,Ronabea,Aubl.,179383,,,,,35267-1,,Y,,,,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUA', 'GUY', 'HON', 'NIC', 'PAN', 'PER', 'SUR', 'TRT', 'VEN')",
880,329798-2,Rondeletia,Rondeletia L.,Rubiaceae,Genus,,,,,179397,329798-2,Genus,Accepted,Rubiaceae,,Rondeletia,,,,,,L.,,Sp. Pl.,: 172,(1753),,"S. Mexico to Peru, Caribbean to N. South America",,,Rondeletia,L.,179397,,,,,329798-2,,Y,,,,"('BLZ', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'FRG', 'GUA', 'HAI', 'JAM', 'LEE', 'MXT', 'PAN', 'PUE', 'TRT', 'VEN', 'WIN')",
881,77096425-1,Roraimaea,"Roraimaea Struwe, S.Nilsson & V.A.Albert",Gentianaceae,Genus,,,,,2897240,77096425-1,Genus,Accepted,Gentianaceae,,Roraimaea,,,,,,"Struwe, S.Nilsson & V.A.Albert",,Harvard Pap. Bot., 13: 36,(2008),,S. Venezuela to N. Brazil,,,Roraimaea,"Struwe, S.Nilsson & V.A.Albert",2897240,,,,,77096425-1,,N,,,,"('BZN', 'VEN')",
882,296286-2,Rosenbergiodendron,Rosenbergiodendron Fagerl.,Rubiaceae,Genus,,,,,179848,296286-2,Genus,Accepted,Rubiaceae,,Rosenbergiodendron,,,,,,Fagerl.,,Svensk Bot. Tidskr., 42: 150,(1948),,Trop. America,,,Rosenbergiodendron,Fagerl.,179848,,,,,296286-2,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'TRT', 'VEN', 'WIN')",
883,327884-2,Rothmannia,Rothmannia Thunb.,Rubiaceae,Genus,,,,,180021,327884-2,Genus,Accepted,Rubiaceae,,Rothmannia,,,,,,Thunb.,,Kongl. Vetensk. Acad. Handl., 37: 63,(1776),,"Trop. & S. Africa, Seychelles",,,Rothmannia,Thunb.,180021,,,,,327884-2,,Y,,,,"('ANG', 'BEN', 'BKN', 'BOT', 'BUR', 'CAB', 'CAF', 'CHA', 'CMN', 'CON', 'CPP', 'EQG', 'ETH', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MLI', 'MLW', 'MOZ', 'NAT', 'NGA', 'SEN', 'SEY', 'SIE', 'SOM', 'SUD', 'SWZ', 'TAN', 'TOG', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')","('TRT',)"
884,77206454-1,Rotundanthus,Rotundanthus Morillo,Apocynaceae,Genus,,,,,537317,77206454-1,Genus,Accepted,Apocynaceae,,Rotundanthus,,,,,,Morillo,,Pittieria, 39: 245,(2015),,S. Mexico to C. America,,,Rotundanthus,Morillo,537317,,,,,77206454-1,,Y,,,,"('BLZ', 'COS', 'GUA', 'HON', 'MXT', 'NIC')",
885,60435737-2,Rovaeanthus,Rovaeanthus Borhidi,Rubiaceae,Genus,,,,,216760,60435737-2,Genus,Accepted,Rubiaceae,,Rovaeanthus,,,,,,Borhidi,,Acta Bot. Hung., 46: 130,(2004),,S. Mexico to C. America,,,Rovaeanthus,Borhidi,216760,,,,,60435737-2,,Y,,,,"('ELS', 'GUA', 'HON', 'MXG', 'MXS', 'MXT', 'NIC')",
886,35277-1,Rubia,Rubia L.,Rubiaceae,Genus,,,,,180172,35277-1,Genus,Accepted,Rubiaceae,,Rubia,,,,,,L.,,Sp. Pl.,: 109,(1753),,Old World,,,Rubia,L.,180172,,,,,35277-1,,Y,,,,"('AFG', 'ALB', 'ALG', 'ALT', 'AMU', 'ANG', 'ASS', 'AZO', 'BAL', 'BAN', 'BOR', 'BOT', 'BRY', 'BUR', 'CHC', 'CHH', 'CHI', 'CHM', 'CHN', 'CHQ', 'CHS', 'CHT', 'CHX', 'CNY', 'COR', 'CPP', 'CTA', 'CYP', 'EAI', 'EHM', 'ERI', 'ETH', 'FRA', 'GRB', 'GRC', 'IND', 'IRE', 'IRN', 'IRQ', 'ITA', 'JAP', 'JAW', 'KAZ', 'KEN', 'KGZ', 'KHA', 'KOR', 'KRI', 'KRY', 'KUR', 'LAO', 'LBS', 'LBY', 'LES', 'MDR', 'MLW', 'MLY', 'MON', 'MOR', 'MOZ', 'MYA', 'NAM', 'NAT', 'NCS', 'NEP', 'OFS', 'OMA', 'PAK', 'PAL', 'PHI', 'POR', 'PRM', 'RUE', 'RUS', 'RWA', 'SAK', 'SAR', 'SEL', 'SIC', 'SIN', 'SOM', 'SPA', 'SRL', 'SUD', 'SUM', 'SWZ', 'TAI', 'TAN', 'TCS', 'THA', 'TKM', 'TUE', 'TUN', 'TUR', 'TVL', 'TZK', 'UGA', 'UKR', 'UZB', 'VIE', 'WHM', 'WSB', 'YUG', 'ZAI', 'ZAM', 'ZIM')","('AGW', 'AUT', 'BUL', 'CLC', 'CZE', 'GER', 'HUN', 'NET', 'NWY', 'SWI')"
887,1004952-1,Rubovietnamia,Rubovietnamia Tirveng.,Rubiaceae,Genus,,,,,180459,1004952-1,Genus,Accepted,Rubiaceae,,Rubovietnamia,,,,,,Tirveng.,,Biogeographica (The Hague), 74: 166,(1998),,"S. China to Indo-China, Philippines",,,Rubovietnamia,Tirveng.,180459,,,,,1004952-1,,Y,,,,"('CHC', 'CHS', 'PHI', 'VIE')",
888,330786-2,Rudgea,Rudgea Salisb.,Rubiaceae,Genus,,,,,180461,330786-2,Genus,Accepted,Rubiaceae,,Rudgea,,,,,,Salisb.,,Trans. Linn. Soc. London, 8: 327,(1807),,S. Mexico to Trop. America,,,Rudgea,Salisb.,180461,,,,,330786-2,,Y,,,,"('AGE', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'LEE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN', 'WIN')",
889,3664-1,Ruehssia,Ruehssia H.Karst.,Apocynaceae,Genus,,,,,510998,3664-1,Genus,Accepted,Apocynaceae,,Ruehssia,,,,,,H.Karst.,,Verh. Vereins Beförd. Gartenbaues Königl. Preuss. Staaten, 19: 304,(1849),,Trop. & Subtrop. America,,,Ruehssia,H.Karst.,510998,,,,,3664-1,,Y,,,,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'TRT', 'URU', 'VEN', 'WIN')",
890,35280-1,Rustia,Rustia Klotzsch,Rubiaceae,Genus,,,,,180749,35280-1,Genus,Accepted,Rubiaceae,,Rustia,,,,,,Klotzsch,F.G.Hayne,Getreue Darstell. Gew.," 14: t. 14, 15",(1846),,Trop. America,,,Rustia,Klotzsch,180749,,,,,35280-1,,Y,,,,"('BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CPI', 'ECU', 'GUA', 'HAI', 'NIC', 'PAN', 'PER', 'TRT', 'VEN', 'WIN')",
891,35281-1,Rutidea,Rutidea DC.,Rubiaceae,Genus,,,,,180776,35281-1,Genus,Accepted,Rubiaceae,,Rutidea,,,,,,DC.,,Ann. Mus. Hist. Nat., 9: 219,(1807),,Trop. Africa,,,Rutidea,DC.,180776,,,,,35281-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MLI', 'MLW', 'MOZ', 'NGA', 'RWA', 'SEN', 'SIE', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
892,35283-1,Rytigynia,Rytigynia Blume,Rubiaceae,Genus,,,,,180865,35283-1,Genus,Accepted,Rubiaceae,,Rytigynia,,,,,,Blume,,Mus. Bot., 1: 178,(1850),,"Trop. & S. Africa, Madagascar",,,Rytigynia,Blume,180865,,,,,35283-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BOT', 'BUR', 'CAB', 'CAF', 'CHA', 'CMN', 'CON', 'CPV', 'EQG', 'ETH', 'GAB', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLI', 'MLW', 'MOZ', 'NAT', 'NGA', 'RWA', 'SEN', 'SIE', 'SOM', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
893,2560-1,Saba,Saba (Pichon) Pichon,Apocynaceae,Genus,,,,,181003,2560-1,Genus,Accepted,Apocynaceae,,Saba,,,,,Pichon,Pichon,,Mém. Inst. Franç. Afrique Noire, 35: 302,(1953),,"Trop. Africa, Comoros, Madagascar",,,Saba,(Pichon) Pichon,181003,,,,,2560-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAB', 'CAF', 'CHA', 'CMN', 'COM', 'CON', 'ETH', 'GAB', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLI', 'MLW', 'MOZ', 'MTN', 'NGA', 'SEN', 'SIE', 'SOM', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
894,328280-2,Sabatia,Sabatia Adans.,Gentianaceae,Genus,,,,,2589558,328280-2,Genus,Accepted,Gentianaceae,,Sabatia,,,,,,Adans.,,Fam. Pl., 2: 503,(1763),,"SE. Canada to Mexico, Caribbean",,,Sabatia,Adans.,2589558,,,,,328280-2,,N,,,,"('ALA', 'ARK', 'BAH', 'CNT', 'CUB', 'DEL', 'DOM', 'FLA', 'GEO', 'ILL', 'INI', 'IOW', 'KAN', 'KTY', 'LOU', 'MAI', 'MAS', 'MIC', 'MRY', 'MSI', 'MSO', 'MXE', 'MXS', 'NCA', 'NSC', 'NWJ', 'NWY', 'OHI', 'OKL', 'ONT', 'PEN', 'RHO', 'SCA', 'TEN', 'TEX', 'VRG', 'WDC', 'WIS', 'WVA')","('NWM',)"
895,30011202-2,Sabicea,Sabicea Aubl.,Rubiaceae,Genus,,,,,181081,30011202-2,Genus,Accepted,Rubiaceae,,Sabicea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 192,(1775),,"Trop. Africa, Madagascar, Sri Lanka, Mexico to Trop. America",,,Sabicea,Aubl.,181081,,,,,30011202-2,,Y,,,,"('ANG', 'BEN', 'BKN', 'BLZ', 'BOL', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAB', 'CAF', 'CLM', 'CMN', 'CON', 'COS', 'DOM', 'ECU', 'EQG', 'FRG', 'GAB', 'GGI', 'GHA', 'GNB', 'GUA', 'GUI', 'GUY', 'HON', 'IVO', 'JAM', 'LBR', 'LEE', 'MDG', 'MLI', 'MLW', 'MXC', 'MXG', 'MXS', 'MXT', 'NGA', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'RWA', 'SEN', 'SIE', 'SRL', 'SUR', 'TAN', 'TOG', 'TRT', 'UGA', 'VEN', 'ZAI', 'ZAM', 'ZIM')",
896,298302-2,Saccifolium,Saccifolium Maguire & Pires,Gentianaceae,Genus,,,,,2581790,298302-2,Genus,Accepted,Gentianaceae,,Saccifolium,,,,,,Maguire & Pires,,Mem. New York Bot. Gard., 29: 242,(1978),,Venezuela to N. Brazil,,,Saccifolium,Maguire & Pires,2581790,,,,,298302-2,,N,,,,"('BZN', 'VEN')",
897,3667-1,Sacleuxia,Sacleuxia Baill.,Apocynaceae,Genus,,,,,511007,3667-1,Genus,Accepted,Apocynaceae,,Sacleuxia,,,,,,Baill.,,Hist. Pl., 10: 265,(1890),,E. Trop. Africa,,,Sacleuxia,Baill.,511007,,,,,3667-1,,Y,,,,"('KEN', 'TAN')",
898,35286-1,Sacosperma,Sacosperma G.Taylor,Rubiaceae,Genus,,,,,181695,35286-1,Genus,Accepted,Rubiaceae,,Sacosperma,,,,,,G.Taylor,A.W.Exell,Cat. Vasc. Pl. S. Tomé,: 218,(1944),,W. Trop. Africa to Angola,,,Sacosperma,G.Taylor,181695,149761,Benth.,,,35286-1,,Y,,,,"('ANG', 'BEN', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'TOG', 'ZAI')",
899,35290-1,Saldinia,Saldinia A.Rich. ex DC.,Rubiaceae,Genus,,,,,181828,35290-1,Genus,Accepted,Rubiaceae,,Saldinia,,,,,,A.Rich. ex DC.,,Prodr., 4: 483,(1830),,"Comoros, Madagascar",,,Saldinia,A.Rich. ex DC.,181828,,,,,35290-1,,Y,,,,"('COM', 'MDG')",
900,35292-1,Salzmannia,Salzmannia DC.,Rubiaceae,Genus,,,,,184186,35292-1,Genus,Accepted,Rubiaceae,,Salzmannia,,,,,,DC.,,Prodr., 4: 617,(1830),,"N. Venezuela, Brazil",,,Salzmannia,DC.,184186,,,,,35292-1,,Y,,,,"('BZE', 'BZS', 'VEN')",
901,35295-1,Saprosma,Saprosma Blume,Rubiaceae,Genus,,,,,184578,35295-1,Genus,Accepted,Rubiaceae,,Saprosma,,,,,,Blume,,Bijdr. Fl. Ned. Ind.,: 956,(1826),,S. China to Trop. Asia,,,Saprosma,Blume,184578,,,,,35295-1,,Y,,,,"('AND', 'ASS', 'BAN', 'BIS', 'BOR', 'CHC', 'CHH', 'EHM', 'IND', 'JAW', 'LAO', 'MLY', 'MYA', 'NWG', 'PHI', 'SOL', 'SRL', 'SUM', 'THA', 'VIE')",
902,3671-1,Sarcolobus,Sarcolobus R.Br.,Apocynaceae,Genus,,,,,511017,3671-1,Genus,Accepted,Apocynaceae,,Sarcolobus,,,,,,R.Br.,,Asclepiadeae,: 23,(1809),,Trop. Asia to W. Pacific,,,Sarcolobus,R.Br.,511017,,,,,3671-1,,Y,,,,"('AND', 'BAN', 'BIS', 'BOR', 'CBD', 'CRL', 'FIJ', 'IND', 'JAW', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NCB', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SOL', 'SUL', 'SUM', 'THA', 'VAN', 'VIE', 'WAL')",
903,3673-1,Sarcorrhiza,Sarcorrhiza Bullock,Apocynaceae,Genus,,,,,511059,3673-1,Genus,Accepted,Apocynaceae,,Sarcorrhiza,,,,,,Bullock,,Hooker's Icon. Pl., 36: t. 3585,(1962),,"Ivory Coast, DR Congo, E. Tanzania",,,Sarcorrhiza,Bullock,511059,,,,,3673-1,,Y,,,,"('IVO', 'TAN', 'ZAI')",
904,16708-1,Schenkia,Schenkia Griseb.,Gentianaceae,Genus,,,,,2587997,16708-1,Genus,Accepted,Gentianaceae,,Schenkia,,,,,,Griseb.,,Bonplandia (Hannover), 1: 226,(1853),,Medit. to Asia and Pacific,,,Schenkia,Griseb.,2587997,,,,,16708-1,,N,,,,"('AFG', 'ALG', 'BAL', 'BUL', 'COR', 'CYP', 'EAI', 'EAS', 'EGY', 'FIJ', 'FRA', 'GRC', 'HAW', 'IRN', 'IRQ', 'ITA', 'JAP', 'KAZ', 'KGZ', 'KRI', 'KRY', 'LBS', 'LBY', 'MOR', 'NNS', 'NSW', 'NTA', 'NWC', 'PAK', 'PAL', 'POR', 'QLD', 'ROM', 'RUS', 'SAR', 'SIC', 'SIN', 'SOA', 'SPA', 'TAI', 'TAS', 'TCS', 'TKM', 'TUE', 'TUN', 'TUR', 'TZK', 'UKR', 'UZB', 'VIC', 'WAU', 'YUG')","('CNY', 'DEL', 'MAS', 'MRY', 'NWJ', 'VIE', 'VRG')"
905,326980-2,Schinziella,Schinziella Gilg,Gentianaceae,Genus,,,,,2589600,326980-2,Genus,Accepted,Gentianaceae,,Schinziella,,,,,,Gilg,H.G.A.Engler & K.A.E.Prantl,Nat. Pflanzenfam., 4(2): 74,(1895),,Trop. Africa,,,Schinziella,Gilg,2589600,,,,,326980-2,,N,,,,"('ANG', 'BUR', 'CAF', 'CMN', 'CON', 'GAB', 'GUI', 'MLW', 'MOZ', 'TAN', 'ZAI', 'ZAM')",
906,35309-1,Schismatoclada,Schismatoclada Baker,Rubiaceae,Genus,,,,,187846,35309-1,Genus,Accepted,Rubiaceae,,Schismatoclada,,,,,,Baker,,"J. Linn. Soc., Bot.", 20: 159,(1883),,Madagascar,,,Schismatoclada,Baker,187846,,,,,35309-1,,Y,,,,"('MDG',)",
907,295677-2,Schistonema,Schistonema Schltr.,Apocynaceae,Genus,,,,,511207,295677-2,Genus,Accepted,Apocynaceae,,Schistonema,,,,,,Schltr.,,Bot. Jahrb. Syst., 37: 604,(1906),,Peru,,,Schistonema,Schltr.,511207,,,,,295677-2,,Y,,,,"('PER',)",
908,991000-1,Schizacme,Schizacme Dunlop,Loganiaceae,Genus,,,,,2598705,991000-1,Genus,Accepted,Loganiaceae,,Schizacme,,,,,,Dunlop,,Fl. Australia, 28: 314,(1996),,"SE. Australia, New Zealand",,,Schizacme,Dunlop,2598705,,,,,991000-1,,N,,,,"('NZS', 'TAS', 'VIC')",
909,35311-1,Schizenterospermum,Schizenterospermum Homolle ex Arènes,Rubiaceae,Genus,,,,,188082,35311-1,Genus,Accepted,Rubiaceae,,Schizenterospermum,,,,,,Homolle ex Arènes,,Notul. Syst. (Paris), 16: 9,(1960),,Madagascar,,,Schizenterospermum,Homolle ex Arènes,188082,,,,,35311-1,,Y,,,,"('MDG',)",
910,331938-2,Schizocalyx,Schizocalyx Wedd.,Rubiaceae,Genus,,,,,188092,331938-2,Genus,Accepted,Rubiaceae,,Schizocalyx,,,,,,Wedd.,,"Ann. Sci. Nat., Bot.",", sér. 4, 1: 73",(1854),", nom. cons.",Costa Rica to S. Trop. America,,,Schizocalyx,Wedd.,188092,,,,,331938-2,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'CLM', 'COS', 'ECU', 'PAN', 'PER')",
911,35313-1,Schizocolea,Schizocolea Bremek.,Rubiaceae,Genus,,,,,188144,35313-1,Genus,Accepted,Rubiaceae,,Schizocolea,,,,,,Bremek.,,Hooker's Icon. Pl., 35: t. 3482,(1951),,W. Trop. Africa to Angola,,,Schizocolea,Bremek.,188144,,,,,35313-1,,Y,,,,"('ANG', 'GAB', 'GUI', 'IVO', 'LBR', 'SIE', 'ZAI')",
912,3680-1,Schizoglossum,Schizoglossum E.Mey.,Apocynaceae,Genus,,,,,511211,3680-1,Genus,Accepted,Apocynaceae,,Schizoglossum,,,,,,E.Mey.,,Comm. Pl. Afr. Austr.,: 218,(1838),,S. Trop. & S. Africa,,,Schizoglossum,E.Mey.,511211,,,,,3680-1,,Y,,,,"('ANG', 'CPP', 'LES', 'MLW', 'MOZ', 'NAM', 'NAT', 'OFS', 'SWZ', 'TVL')",
913,35314-1,Schizomussaenda,Schizomussaenda H.L.Li,Rubiaceae,Genus,,,,,188169,35314-1,Genus,Accepted,Rubiaceae,,Schizomussaenda,,,,,,H.L.Li,,J. Arnold Arbor., 24: 99,(1943),,Indo-China to S. China,,,Schizomussaenda,H.L.Li,188169,,,,,35314-1,,Y,,,,"('CHC', 'CHS', 'LAO', 'MYA', 'THA', 'VIE')",
914,3683-1,Schizostephanus,Schizostephanus Hochst. ex Benth. & Hook.f.,Apocynaceae,Genus,,,,,511456,3683-1,Genus,Accepted,Apocynaceae,,Schizostephanus,,,,,,Hochst. ex Benth. & Hook.f.,,Gen. Pl., 2: 762,(1876),,Eritrea to S. Africa,,,Schizostephanus,Hochst. ex Benth. & Hook.f.,511456,,,,,3683-1,,Y,,,,"('ANG', 'ERI', 'ETH', 'KEN', 'MLW', 'NAM', 'SOM', 'SUD', 'TAN', 'TVL', 'UGA', 'ZAI', 'ZIM')",
915,2563-1,Schizozygia,Schizozygia Baill.,Apocynaceae,Genus,,,,,188192,2563-1,Genus,Accepted,Apocynaceae,,Schizozygia,,,,,,Baill.,,Bull. Mens. Soc. Linn. Paris, 1: 752,(1888),,"Trop. Africa, Comoros",,,Schizozygia,Baill.,188192,,,,,2563-1,,Y,,,,"('ANG', 'COM', 'KEN', 'MLW', 'MOZ', 'SOM', 'TAN', 'ZAI')",
916,30105942-2,Schlechterella,Schlechterella K.Schum.,Apocynaceae,Genus,,,,,511460,30105942-2,Genus,Accepted,Apocynaceae,,Schlechterella,,,,,,K.Schum.,H.G.A.Engler & K.A.E.Prantl,Nat. Pflanzenfam.,", Gesamtregister: 462",(1899),,Ethiopia to Mozambique,,,Schlechterella,K.Schum.,511460,,,,,30105942-2,,Y,,,,"('ETH', 'KEN', 'MOZ', 'SOM', 'TAN', 'UGA')",
917,30002570-2,Schmidtottia,Schmidtottia Urb.,Rubiaceae,Genus,,,,,188212,30002570-2,Genus,Accepted,Rubiaceae,,Schmidtottia,,,,,,Urb.,,Symb. Antill., 9: 137,(1923),,E. Cuba,,,Schmidtottia,Urb.,188212,,,,,30002570-2,,Y,,,,"('CUB',)",
918,327888-2,Schradera,Schradera Vahl,Rubiaceae,Genus,,,,,188375,327888-2,Genus,Accepted,Rubiaceae,,Schradera,,,,,,Vahl,,Eclog. Amer., 1: 35,(1797),", nom. cons.","Trop. America, Pen. Thailand to New Guinea",,,Schradera,Vahl,188375,,,,,327888-2,,Y,,,,"('BOL', 'BOR', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'FRG', 'GUY', 'JAM', 'LEE', 'MLY', 'MOL', 'NWG', 'PAN', 'PER', 'PHI', 'PUE', 'SUL', 'SUM', 'SUR', 'THA', 'TRT', 'VEN', 'WIN')",
919,331943-2,Schubertia,Schubertia Mart.,Apocynaceae,Genus,,,,,511472,331943-2,Genus,Accepted,Apocynaceae,,Schubertia,,,,,,Mart.,,Flora," 7(1, Beil.): 134",(1824),", nom. cons.",Colombia to Brazil and NE. Argentina,,,Schubertia,Mart.,511472,,,,,331943-2,,Y,,,,"('AGE', 'AGW', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'PAR', 'PER')",
